字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,性价比,1.0,"


性价比高",0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,明孝陵有浓重的明代历史氛围,0.999844,0.000156299,0.999653,2
性价比,价格,0.724,价格美丽,0.999876,0.000123904,0.999725,2
文化和历史价值,商业,0.556,商业氛围不像其他景区那么浓重,0.306886,0.693114,0.31803,0
性价比,游玩,0.614,中山陵是游玩的最后一个景点,0.999654,0.000346256,0.999231,2
性价比,免费,0.624,里面的书籍光盘都免费送,0.999079,0.000920564,0.997954,2
性价比,免费,0.624,也是免费的,0.994045,0.00595467,0.986767,2
性价比,玩,0.633,中山陵是游玩的最后一个景点,0.999654,0.000346256,0.999231,2
性价比,玩,0.633,小伙伴有来玩的一定要记得提前预约,0.999554,0.000446076,0.999009,2
文化和历史价值,公园,0.555,南陵体育公园,0.978557,0.0214432,0.952348,2
文化和历史价值,公园,0.555,白马公园,0.986777,0.0132233,0.970615,2
文化和历史价值,公园,0.555,南陵体育公园,0.978557,0.0214432,0.952348,2
文化和历史价值,公园,0.555,白马公园,0.986777,0.0132233,0.970615,2
文化和历史价值,博览园,0.562,中山植物博览园,0.93099,0.0690097,0.846645,2
环境和景观,景观,0.615,秋天看景观大道,0.991557,0.00844344,0.981237,2
性价比,套票,0.634,"别买套票
中山陵免费的玩一玩",0.960327,0.0396729,0.911838,2
性价比,免费,0.624,"别买套票
中山陵免费的玩一玩",0.960327,0.0396729,0.911838,2
性价比,玩,0.633,"别买套票
中山陵免费的玩一玩",0.960327,0.0396729,0.911838,2
性价比,票价,0.677,但是票价有点虚高不值这个价格,0.171243,0.828757,0.61946,0
性价比,价格,0.724,但是票价有点虚高不值这个价格,0.171243,0.828757,0.619459,0
性价比,游玩,0.614,观光车不顺畅影响游玩心情,0.515221,0.484779,0.695575,1
性价比,玩遍,0.58,这几个景点我差不多用了一天的时间玩遍,0.970195,0.0298048,0.933767,2
性价比,感受,0.66,即感受了历史又欣赏了梅花,0.999006,0.000994006,0.997791,2
文化和历史价值,历史,0.647,即感受了历史又欣赏了梅花,0.999006,0.000994006,0.997791,2
文化和历史价值,历史,0.647,历史底蕴悠久,0.997056,0.00294432,0.993457,2
环境和景观,卫生,0.62,卫生不怎么样,0.000972022,0.999028,0.99784,0
文化和历史价值,历史,0.647,孩子和大人都补了很多历史文化知识,0.999683,0.000316836,0.999296,2
性价比,相比,0.665,与看景相比,0.946192,0.0538081,0.880426,2
环境和景观,环境,0.621,环境优雅,0.998861,0.00113866,0.99747,2
环境和景观,文化底蕴,0.619,富有文化底蕴,0.99755,0.00245002,0.994555,2
性价比,免费,0.624,中山陵景区可免费游览,0.998291,0.00170856,0.996203,2
性价比,免费,0.624,附近有免费的明孝陵博物馆和十朝历史文化园展馆,0.992163,0.00783742,0.982584,2
性价比,免费,0.624,中山陵景区可免费游览,0.998291,0.00170856,0.996203,2
性价比,免费,0.624,附近有免费的明孝陵博物馆和十朝历史文化园展馆,0.992163,0.00783742,0.982584,2
文化和历史价值,历史,0.647,附近有免费的明孝陵博物馆和十朝历史文化园展馆,0.992163,0.00783742,0.982584,2
设施和服务,自助,0.635,行李寄存需到内部的游客中心或自助柜,0.883961,0.116039,0.742136,2
性价比,价格,0.724,但是总得来说这个价格去三个核心景点我认为是物有所值的,0.940467,0.0595332,0.867704,2
性价比,套票,0.634,推荐买套票,0.99673,0.00327001,0.992733,2
性价比,牌位,0.853,就是个牌位堂,0.49617,0.50383,0.923401,1
环境和景观,古迹,0.61,但为赚钱在古迹上搞个vr探秘也太那个了,0.119402,0.880598,0.734661,0
环境和景观,人文,0.611,是为“中华城中人文第一山”,0.954835,0.0451652,0.899633,2
设施和服务,设施,0.621,配套设施也完美,0.998929,0.00107057,0.997621,2
设施和服务,设施,0.621,配套设施也完善,0.998452,0.001548,0.99656,2
设施和服务,设施,0.621,配套设施也完美,0.998929,0.00107057,0.997621,2
设施和服务,设施,0.621,配套设施也完善,0.998452,0.00154801,0.99656,2
性价比,玩,0.633,去玩预留三四个小时,0.806746,0.193254,0.570546,2
性价比,玩,0.633,全部玩的话建议买50的那个观光车,0.96547,0.0345297,0.923267,2
性价比,玩,0.633,去玩预留三四个小时,0.806746,0.193254,0.570546,2
性价比,玩,0.633,全部玩的话建议买50的那个观光车,0.96547,0.0345297,0.923267,2
性价比,玩,0.633,以前没来南京的时候觉得南京没有什么好玩的,0.586398,0.413602,0.0808848,2
性价比,玩,0.633,玩的东西特别的多,0.998357,0.00164348,0.996348,2
环境和景观,环境,0.621,环境算干净但是大冬天也没啥好看的,0.156339,0.843661,0.652579,0
性价比,玩,0.633,玩的挺好,0.999655,0.000345053,0.999233,2
文化和历史价值,历史,0.647,"
明孝陵里面需要有一些历史知识去看是最好的",0.999846,0.000154323,0.999657,2
文化和历史价值,历史,0.647,如果没有什么历史,0.0154859,0.984514,0.965587,0
文化和历史价值,历史,0.647,"
明孝陵里面需要有一些历史知识去看是最好的",0.999846,0.000154323,0.999657,2
文化和历史价值,历史,0.647,如果没有什么历史,0.0154859,0.984514,0.965587,0
性价比,免费,0.624,喜马拉雅上有免费,0.986257,0.0137431,0.96946,2
环境和景观,名胜古迹,0.614,灵谷寺等多处名胜古迹,0.979847,0.0201525,0.955217,2
环境和景观,名胜,0.615,钟山名胜,0.983535,0.0164647,0.963412,2
设施和服务,住宿,0.623,我选了坐落在钟山风景区里的国际会议中心住宿,0.988266,0.0117342,0.973924,2
性价比,堪称,0.659,中西合璧的建筑风格堪称经典,0.999159,0.000841384,0.99813,2
文化和历史价值,历史,0.647,剩下数十个石墩诉说着历史书沧桑,0.993148,0.0068518,0.984774,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,感受,0.66,每个景点都适合漫游感受,0.999377,0.000623151,0.998615,2
环境和景观,环境,0.621,景区环境不错的,0.989071,0.0109294,0.975712,2
性价比,清洁度,0.646,景区卫生间清洁度有待加强,0.73485,0.26515,0.410778,2
文化和历史价值,历史,0.647,历史气息扑面而来,0.999703,0.00029727,0.999339,2
性价比,游玩,0.614,值得来一游玩的景色,0.999128,0.000871923,0.998062,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
文化和历史价值,历史,0.647,"15

据说音乐台在中国历史上也是有一定地位的,可惜艾小米在此之前从来没听说过

音乐是没有听到,喷泉很大,嗯,著名的鸽子也是很多,不过喂鸽子可能还是要像伟仔那样子喂比较有意思",0.981956,0.0180436,0.959903,2
性价比,成语,0.608,此为成语“生公说法,0.081809,0.918191,0.818202,0
性价比,落成,0.61,于1995年落成,0.98454,0.0154595,0.965645,2
性价比,契比,0.644,按五代时期著名僧人契比,0.897224,0.102776,0.771609,2
性价比,而成,0.617,型浇铸而成,0.638399,0.361601,0.196443,2
性价比,玩,0.633,位于南京市玄武区紫金山南麓独龙阜玩珠峰下,0.975151,0.0248493,0.944779,2
环境和景观,环境,0.621,钟山风景区的环境不错,0.977808,0.0221923,0.950684,2
文化和历史价值,历史,0.647,景区历史沉淀不错,0.990042,0.00995767,0.977872,2
性价比,性价比,1.0,性价比较高,0.999714,0.000286219,0.999364,2
性价比,接驳,0.622,接驳车站双向引导强化,0.904124,0.095876,0.786942,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
性价比,感受,0.66,那是一种身心愉悦的体验和感受,0.999542,0.000458247,0.998982,2
文化和历史价值,历史,0.647,给已经600多年历史的帝王陵寝增添了一片欢乐和祥和,0.999105,0.000895437,0.99801,2
性价比,物美价廉,0.589,物美价廉,0.99969,0.000309536,0.999312,2
文化和历史价值,公园,0.555,就像一个大公园,0.0611424,0.938858,0.864128,0
性价比,接驳,0.622,接驳要等很久,0.368685,0.631315,0.180699,0
性价比,玩,0.633,什么都没得玩,0.00353092,0.996469,0.992153,0
性价比,累成,0.615,都把我累成狗了,0.00182322,0.998177,0.995948,0
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
文化和历史价值,公园,0.555,至钟山体育公园,0.964644,0.0353555,0.921432,2
环境和景观,文物古迹,0.611,文物古迹很有人文气息,0.999657,0.000342547,0.999239,2
环境和景观,人文,0.611,文物古迹很有人文气息,0.999657,0.000342547,0.999239,2
环境和景观,文化底蕴,0.619,这是一座有文化底蕴的古城,0.998808,0.001192,0.997351,2
性价比,套票,0.634,这个套票也很划算,0.999937,6.31475e-05,0.99986,2
性价比,玩,0.633,一天就可以全部玩一边,0.997165,0.00283465,0.993701,2
环境和景观,环境,0.621,景区环境不错,0.987412,0.012588,0.972027,2
性价比,感受,0.66,更是加剧了这种感受,0.0758637,0.924136,0.831414,0
性价比,感受,0.66,感受了一代伟人叱咤风云的一生,0.999443,0.000556843,0.998762,2
性价比,感受,0.66,更是加剧了这种感受,0.0758637,0.924136,0.831414,0
性价比,感受,0.66,感受了一代伟人叱咤风云的一生,0.999443,0.000556842,0.998762,2
文化和历史价值,历史,0.647,历史的角度看,0.9985,0.00150017,0.996666,2
文化和历史价值,历史,0.647,历史的帝陵,0.998844,0.00115558,0.997432,2
环境和景观,因素,0.62,具备了以上所有因素,0.982592,0.0174078,0.961316,2
文化和历史价值,历史,0.647,历史的角度看,0.9985,0.00150017,0.996666,2
文化和历史价值,历史,0.647,历史的帝陵,0.998844,0.00115558,0.997432,2
文化和历史价值,历史,0.647,去看历史和古建筑,0.991584,0.00841625,0.981297,2
性价比,票价,0.677,联票里只去两个景点就已经值回票价了,0.942071,0.0579293,0.871268,2
性价比,形式,0.664,选择小团形式,0.847249,0.152751,0.660552,2
环境和景观,文物古迹,0.611,文物古迹很有人文气息,0.999657,0.000342547,0.999239,2
环境和景观,人文,0.611,文物古迹很有人文气息,0.999657,0.000342547,0.999239,2
文化和历史价值,历史,0.647,承载了很多历史文化底蕴,0.999781,0.000218977,0.999513,2
文化和历史价值,历史,0.647,沉浸在历史的厚重里无法自拔,0.9999,0.000100082,0.999778,2
环境和景观,文化底蕴,0.619,承载了很多历史文化底蕴,0.999781,0.000218977,0.999513,2
文化和历史价值,历史,0.647,承载了很多历史文化底蕴,0.999781,0.000218977,0.999513,2
文化和历史价值,历史,0.647,沉浸在历史的厚重里无法自拔,0.9999,0.000100082,0.999778,2
性价比,像是,0.611,也许就像是错的时候遇到对的人,0.558725,0.441275,0.0193885,2
性价比,套票,0.634,"我买的是四个景区的套票,因为景区之间有距离,而且也没有找到景区之间的区间车",0.777834,0.222166,0.506297,2
性价比,套票,0.634,"所以建议大家尤其是年龄大的想去哪个景点直接买票,不用买套票",0.931126,0.068874,0.846947,2
性价比,成,0.618,"我只去了其中二个景点,还有二个因为太累了没有去成挺遗憾的",0.888799,0.111201,0.752887,2
性价比,套票,0.634,"我买的是四个景区的套票,因为景区之间有距离,而且也没有找到景区之间的区间车",0.777834,0.222166,0.506297,2
性价比,套票,0.634,"所以建议大家尤其是年龄大的想去哪个景点直接买票,不用买套票",0.931126,0.068874,0.846947,2
性价比,套票,0.634,不要购买50元的旅游车套票,0.0318017,0.968198,0.92933,0
性价比,价格,0.724,价格实惠路线方便,0.998646,0.00135392,0.996991,2
性价比,实惠,0.954,价格实惠路线方便,0.998646,0.00135392,0.996991,2
性价比,达成,0.598,然后沿湖右侧路到达成陵,0.948226,0.0517741,0.884946,2
设施和服务,自助,0.635,整个过程是纯自助,0.686073,0.313927,0.302384,2
设施和服务,平台,0.625,平台依然卖套票,0.928776,0.0712236,0.841725,2
性价比,套票,0.634,平台依然卖套票,0.928776,0.0712236,0.841725,2
设施和服务,客服,0.641,客服电话无人工,0.115407,0.884593,0.743539,0
性价比,美成,0.625,南京就美成了金陵,0.998473,0.00152697,0.996607,2
性价比,接驳,0.622,往来可以做接驳车,0.979532,0.0204685,0.954515,2
文化和历史价值,历史,0.647,也能了解到很多历史和文化,0.998343,0.00165739,0.996317,2
性价比,免费,0.624,中山陵免费但需要预约,0.99569,0.00431054,0.990421,2
性价比,玩,0.633,玩的挺开心的～明孝陵很恢宏很神秘,0.999982,1.80132e-05,0.99996,2
性价比,物价,0.669,就是我全程走路其他还行脚很累如果会打车但打车很贵景区里的东西物价高性价比低但还是很饿我今天走了一天喝了三瓶矿泉水总体来说可以,0.761088,0.238912,0.469085,2
性价比,高性价比,1.0,就是我全程走路其他还行脚很累如果会打车但打车很贵景区里的东西物价高性价比低但还是很饿我今天走了一天喝了三瓶矿泉水总体来说可以,0.761088,0.238912,0.469085,2
环境和景观,古迹,0.61,还是出于看看明朝古迹的考虑,0.664282,0.335719,0.253959,2
性价比,游玩,0.614,游玩路线推荐先去美龄宫,0.993079,0.00692134,0.984619,2
性价比,游玩,0.614,南京游玩必到之处,0.998998,0.00100219,0.997773,2
性价比,接待,0.619,人多到完全没有接待能力,0.0480005,0.951999,0.893332,0
环境和景观,人文,0.611,人文和自然景观的完美结合,0.997856,0.00214436,0.995235,2
环境和景观,自然景观,0.612,人文和自然景观的完美结合,0.997856,0.00214436,0.995235,2
性价比,玩,0.633,没有1整天的时间根本玩不完,0.0828444,0.917156,0.815901,0
性价比,玩,0.633,老年人玩一个景点就要半天时间,0.686335,0.313665,0.302966,2
性价比,玩,0.633,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
性价比,玩,0.633,没有1整天的时间根本玩不完,0.0828443,0.917156,0.815901,0
性价比,玩,0.633,老年人玩一个景点就要半天时间,0.686335,0.313665,0.302966,2
性价比,玩,0.633,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
性价比,玩到,0.635,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
性价比,玩,0.633,没有1整天的时间根本玩不完,0.0828444,0.917156,0.815901,0
性价比,玩,0.633,老年人玩一个景点就要半天时间,0.686335,0.313665,0.302967,2
性价比,玩,0.633,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
性价比,玩,0.633,没有1整天的时间根本玩不完,0.0828444,0.917156,0.815901,0
性价比,玩,0.633,老年人玩一个景点就要半天时间,0.686335,0.313665,0.302966,2
性价比,玩,0.633,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
性价比,玩到,0.635,从早上玩到闭园才出来,0.749045,0.250955,0.442321,2
环境和景观,环境,0.621,环境维护的也很好,0.999397,0.000603333,0.998659,2
文化和历史价值,历史,0.647,对历史爱好者是个非常值得去的地方,0.999564,0.000436185,0.999031,2
性价比,成,0.618,灵谷寺因为太累了所以没去成,0.521995,0.478005,0.5601,1
性价比,玩,0.633,玩也没玩好,0.110421,0.889579,0.754619,0
性价比,没玩,0.626,玩也没玩好,0.110421,0.889579,0.754619,0
性价比,接受,0.908,最让我难以接受的是景区的工作人员各种忽悠花钱,7.94039e-05,0.999921,0.999824,0
性价比,票价,0.677,联票里只去两个景点就已经值回票价了,0.942071,0.0579293,0.871268,2
环境和景观,温度,0.635,趁着早上温度还不高,0.461992,0.538008,0.239837,1
性价比,温度,0.69,趁着早上温度还不高,0.461992,0.538008,0.239837,1
性价比,玩,0.633,适合玩一天,0.997942,0.0020584,0.995426,2
环境和景观,人文,0.611,人文确实没得说～值得再来,0.999936,6.425e-05,0.999857,2
设施和服务,服务,0.622,"
服务：园内提供30元的观光车服务",0.895775,0.104225,0.768389,2
设施和服务,提供,0.621,"
服务：园内提供30元的观光车服务",0.895775,0.104225,0.768389,2
设施和服务,服务,0.622,"
服务：园内提供30元的观光车服务",0.895775,0.104225,0.768389,2
性价比,免费,0.624,免费预约,0.995392,0.0046084,0.989759,2
性价比,免费,0.624,中山陵免费除外,0.981253,0.0187467,0.958341,2
性价比,免费,0.624,免费预约,0.995392,0.0046084,0.989759,2
性价比,免费,0.624,中山陵免费除外,0.981253,0.0187467,0.958341,2
性价比,票价,0.677,票价超值性价比高,0.99992,7.95149e-05,0.999823,2
性价比,性价比,1.0,票价超值性价比高,0.99992,7.95149e-05,0.999823,2
性价比,成,0.618,时间原因就没去成,0.171931,0.828069,0.617931,0
性价比,半价,0.638,周五半价,0.973458,0.0265423,0.941017,2
文化和历史价值,历史,0.647,南京挺有历史文化底蕴的城市,0.999241,0.000758608,0.998314,2
环境和景观,文化底蕴,0.619,南京挺有历史文化底蕴的城市,0.999241,0.000758607,0.998314,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,实惠,0.954,要有能街兔之类的电单车可以经济实惠的骑行就更完美了,0.863516,0.136484,0.696703,2
性价比,便宜,0.689,停车收费也很便宜,0.911427,0.0885731,0.803171,2
设施和服务,平台,0.625,平台依然卖套票,0.928776,0.0712236,0.841725,2
性价比,套票,0.634,平台依然卖套票,0.928776,0.0712236,0.841725,2
设施和服务,客服,0.641,客服电话无人工,0.115407,0.884593,0.743539,0
性价比,套票,0.634,不过一天玩不过来套票内容,0.96224,0.0377603,0.916088,2
性价比,玩,0.633,来南京玩必须去钟山风景区啊,0.993987,0.00601284,0.986638,2
设施和服务,设施,0.621,"设施：五颗星
卫生：五颗星
环境：五颗星
服务：五颗星",0.999095,0.000904987,0.997989,2
环境和景观,卫生,0.62,"设施：五颗星
卫生：五颗星
环境：五颗星
服务：五颗星",0.999095,0.000904987,0.997989,2
环境和景观,环境,0.621,"设施：五颗星
卫生：五颗星
环境：五颗星
服务：五颗星",0.999095,0.000904987,0.997989,2
设施和服务,服务,0.622,"设施：五颗星
卫生：五颗星
环境：五颗星
服务：五颗星",0.999095,0.000904987,0.997989,2
设施和服务,服务,0.622,服务一流,0.997065,0.00293482,0.993478,2
文化和历史价值,历史,0.647,了解历史,0.999304,0.000695607,0.998454,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,价格,0.724,：平民价格,0.956977,0.0430233,0.904393,2
文化和历史价值,公园,0.555,公园很大最好是做电瓶车游玩,0.991184,0.00881587,0.980409,2
性价比,游玩,0.614,公园很大最好是做电瓶车游玩,0.991184,0.00881587,0.980409,2
设施和服务,服务,0.622,景区里的观光车服务人员爱答不理的,0.135972,0.864028,0.69784,0
性价比,成,0.618,导致有两个景点没去成,0.0557852,0.944215,0.876033,0
文化和历史价值,历史,0.647,历史沉淀,0.999595,0.000405145,0.9991,2
性价比,感受,0.66,十分值得感受,0.999842,0.000157706,0.99965,2
环境和景观,人文景观,0.612,人文景观众多,0.98302,0.0169801,0.962266,2
设施和服务,公共服务,0.613,这个是国家海关的公共服务系统,0.484205,0.515795,0.684107,1
性价比,玩,0.633,"钟山风景区很大,感觉玩一天也玩不完,1月1号去的时候有积雪,南方孩子狂喜",0.996043,0.00395704,0.991207,2
性价比,玩,0.633,"钟山风景区很大,感觉玩一天也玩不完,1月1号去的时候有积雪,南方孩子狂喜",0.996043,0.00395704,0.991207,2
性价比,游玩,0.614,很值得游玩的地方,0.99984,0.000159754,0.999645,2
性价比,个性,0.696,脱了绿装的梧桐树展现了硬朗的个性,0.982115,0.0178851,0.960255,2
性价比,感受,0.66,感受冬的清冷和肃静,0.996955,0.00304532,0.993233,2
性价比,价值,0.748,也非常有参观价值,0.999846,0.000154336,0.999657,2
性价比,成群,0.602,音乐台还有成群的鸽子,0.972461,0.0275385,0.938803,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,价值,0.748,也非常有参观价值,0.999846,0.000154336,0.999657,2
性价比,成群,0.602,音乐台还有成群的鸽子,0.972461,0.0275385,0.938803,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,套票,0.634,买的套票很划算,0.999883,0.00011705,0.99974,2
性价比,玩,0.633,十点半左右进景区玩到下午四点才出来,0.731971,0.268029,0.40438,2
性价比,玩,0.633,从顶上中山陵一直往下玩,0.99838,0.00161983,0.9964,2
性价比,玩,0.633,十点半左右进景区玩到下午四点才出来,0.731971,0.268029,0.40438,2
性价比,玩,0.633,从顶上中山陵一直往下玩,0.99838,0.00161983,0.9964,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
文化和历史价值,历史,0.647,历史文化底蕴浓厚,0.999496,0.000504216,0.99888,2
环境和景观,文化底蕴,0.619,历史文化底蕴浓厚,0.999496,0.000504216,0.99888,2
性价比,价格,0.724,住的很满意价格实惠房间宽敞,0.999699,0.00030109,0.999331,2
性价比,价格,0.724,挺不错的住的很满意价格实惠房间宽敞,0.999607,0.000393186,0.999126,2
