字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
环境和景观,文化底蕴,0.619,每一个景点都充满了深厚的历史文化底蕴,0.999619,0.000381267,0.999153,2
文化和历史价值,历史,0.647,同时汇聚了丰富的历史文化遗产,0.999442,0.000558008,0.99876,2
文化和历史价值,历史,0.647,每一个景点都充满了深厚的历史文化底蕴,0.999619,0.000381267,0.999153,2
文化和历史价值,历史,0.647,这些景点展示了南京的历史和文化风貌,0.990368,0.00963169,0.978596,2
设施和服务,便民,0.629,景区内还有许多便民设施和服务,0.953513,0.0464871,0.896695,2
设施和服务,设施,0.621,景区内还有许多便民设施和服务,0.953513,0.0464871,0.896695,2
设施和服务,服务,0.622,景区内还有许多便民设施和服务,0.953513,0.0464871,0.896695,2
设施和服务,提供,0.621,为游客提供了便利的条件,0.974448,0.025552,0.943218,2
环境和景观,人文景观,0.612,又有丰富的人文景观,0.998973,0.00102716,0.997717,2
文化和历史价值,历史,0.647,至今已有91年历史之久,0.998626,0.00137368,0.996947,2
文化和历史价值,历史,0.647,这些梧桐树与陵园路有着一样悠久的历史,0.998054,0.00194611,0.995675,2
文化和历史价值,历史,0.647,至今已有91年历史之久,0.998626,0.00137368,0.996947,2
文化和历史价值,历史,0.647,这些梧桐树与陵园路有着一样悠久的历史,0.998054,0.00194611,0.995675,2
性价比,玩,0.633,可以连着一起玩下来,0.999375,0.000624558,0.998612,2
性价比,玩,0.633,玩是要腿者的,0.873868,0.126132,0.719706,2
性价比,玩,0.633,来这里游玩是越来越喜欢梧桐大道,0.997933,0.00206665,0.995407,2
性价比,玩,0.633,可以连着一起玩下来,0.999375,0.000624557,0.998612,2
性价比,玩,0.633,玩是要腿者的,0.873868,0.126132,0.719706,2
性价比,玩,0.633,来这里游玩是越来越喜欢梧桐大道,0.997933,0.00206665,0.995407,2
性价比,游玩,0.614,来这里游玩是越来越喜欢梧桐大道,0.997933,0.00206665,0.995407,2
性价比,半价,0.638,学生票半价,0.967749,0.0322507,0.928332,2
性价比,半价,0.638,学生票均半价,0.967818,0.0321821,0.928484,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,半价,0.638,学生票半价,0.967749,0.0322507,0.928332,2
性价比,半价,0.638,学生票均半价,0.967818,0.0321821,0.928484,2
性价比,游玩,0.614,可着重选择景点游玩,0.989303,0.0106967,0.97623,2
性价比,价格,0.724,而且有的停车场价格还比较贵,0.806236,0.193764,0.569413,2
性价比,成功,0.623,也是想表示“革命尚未成功,0.217892,0.782108,0.515795,0
性价比,游玩,0.614,游玩起来很大,0.998966,0.00103442,0.997701,2
性价比,免费,0.624,其他都是免费的,0.992063,0.00793729,0.982362,2
性价比,玩法,0.692,钟山的玩法太多了,0.725912,0.274088,0.390916,2
性价比,感受到,0.6,一年四季任何一个时候漫步在景区里都可以感受到不同的景观,0.997531,0.00246872,0.994514,2
环境和景观,景观,0.615,一年四季任何一个时候漫步在景区里都可以感受到不同的景观,0.997531,0.00246871,0.994514,2
性价比,感受到,0.6,亲眼所见更能感受到大自然的魅力～,0.997449,0.00255069,0.994332,2
性价比,玩,0.633,这四五个地方建议分成两天玩,0.539223,0.460777,0.215546,1
性价比,玩,0.633,一天是玩不玩的,0.552683,0.447317,0.00596311,2
性价比,玩,0.633,这四五个地方建议分成两天玩,0.539223,0.460777,0.215546,1
性价比,玩,0.633,一天是玩不玩的,0.552683,0.447317,0.00596325,2
性价比,玩,0.633,这四五个地方建议分成两天玩,0.539223,0.460777,0.215543,1
性价比,玩,0.633,一天是玩不玩的,0.552683,0.447317,0.00596325,2
性价比,性能,0.762,性能好,0.999899,0.00010122,0.999775,2
性价比,电量,0.555,电量充足,0.999456,0.000544178,0.998791,2
性价比,品质,0.633,但全程都有品质不错的各种小店,0.994175,0.00582513,0.987055,2
文化和历史价值,历史,0.647,真希望以后还有机会能慢慢欣赏美景品味历史,0.999328,0.00067249,0.998506,2
性价比,玩转,0.632,0元玩转这座城,0.768829,0.231171,0.486287,2
性价比,玩转,0.632,0元玩转南京城,0.90703,0.09297,0.7934,2
性价比,玩转,0.632,0元玩转这座城,0.768829,0.231171,0.486287,2
性价比,玩转,0.632,0元玩转南京城,0.90703,0.09297,0.7934,2
文化和历史价值,公园,0.555,可以进入公园,0.993932,0.00606778,0.986516,2
性价比,套票,0.634,100元套票,0.860846,0.139154,0.690769,2
环境和景观,名胜古迹,0.614,名胜古迹众多,0.983238,0.016762,0.962751,2
环境和景观,名胜古迹,0.614,六朝名胜古迹集中之地,0.987849,0.0121513,0.972997,2
性价比,游玩,0.614,可以租一个电动车来游玩,0.995404,0.0045963,0.989786,2
性价比,游玩,0.614,建议规划好游玩路线,0.805881,0.194119,0.568624,2
性价比,游玩,0.614,可以租一个电动车来游玩,0.995404,0.0045963,0.989786,2
性价比,游玩,0.614,建议规划好游玩路线,0.805881,0.194119,0.568624,2
环境和景观,名胜古迹,0.614,名胜古迹众多,0.983238,0.016762,0.962751,2
环境和景观,名胜古迹,0.614,六朝名胜古迹集中之地,0.987849,0.0121513,0.972997,2
环境和景观,环境,0.621,"环境非常棒禅意十足
距离景区步行也很近
小菜精致味道好
很适合家宴或者商务宴请",0.999945,5.4882e-05,0.999878,2
性价比,感受,0.66,早上感受老墙门的古朴和历史,0.998798,0.00120181,0.997329,2
性价比,感受,0.66,下午感受詹园的园林人工造诣,0.970557,0.0294427,0.934572,2
文化和历史价值,历史,0.647,早上感受老墙门的古朴和历史,0.998798,0.00120181,0.997329,2
性价比,感受,0.66,早上感受老墙门的古朴和历史,0.998798,0.00120181,0.997329,2
性价比,感受,0.66,下午感受詹园的园林人工造诣,0.970557,0.0294427,0.934572,2
性价比,游玩,0.614,旁边很多游玩的景点哦,0.979708,0.0202919,0.954907,2
设施和服务,服务态度,0.621,服务态度很差,0.000809955,0.99919,0.9982,0
性价比,服务态度,0.573,服务态度很差,0.000809955,0.99919,0.9982,0
性价比,免费,0.624,中山陵景区免费,0.993694,0.00630638,0.985986,2
性价比,感受到,0.6,深深的感受到了旅游局的不作为,0.329961,0.670039,0.266753,0
性价比,感受,0.66,感受不同积极的梧桐大道,0.996173,0.0038266,0.991496,2
性价比,成功,0.623,打卡成功,0.995135,0.00486493,0.989189,2
性价比,免费,0.624,就能免费进园,0.976792,0.0232085,0.948426,2
性价比,像是,0.611,像是森林氧吧的感觉,0.980953,0.0190472,0.957673,2
性价比,角度,0.673,角度和视野好,0.997381,0.00261895,0.99418,2
性价比,没玩,0.626,所以没玩多长时间,0.614356,0.385644,0.143013,2
性价比,玩才,0.619,之前也很迷惑要怎么玩才好,0.519384,0.480616,0.612315,1
性价比,游玩,0.614,一天全部游玩确实有点累的,0.996799,0.00320105,0.992887,2
性价比,套票,0.634,还有不要买套票,0.115771,0.884229,0.742731,0
性价比,免费,0.624,30之前入园免费,0.989277,0.0107232,0.976171,2
性价比,含金量,0.645,整个风景区的面积和内容含金量都非常好,0.999835,0.000165106,0.999633,2
性价比,售价,0.74,小卖部售价合理,0.979765,0.0202353,0.955033,2
性价比,套票,0.634,买了套票,0.986703,0.0132972,0.97045,2
性价比,套票,0.634,套票更划算,0.999259,0.000740532,0.998354,2
性价比,套票,0.634,买了套票,0.986703,0.0132972,0.97045,2
性价比,套票,0.634,套票更划算,0.999259,0.000740532,0.998354,2
性价比,溢价,0.7,溢价也没有很离谱,0.0820006,0.917999,0.817777,0
性价比,套票,0.634,预约的套票,0.989291,0.0107091,0.976202,2
设施和服务,客服,0.641,这是否严重侵犯消费者权益？给客服打电话不接,2.48488e-05,0.999975,0.999945,0
文化和历史价值,公园,0.555,紫金山探险公园都在一个大的风景区里,0.985419,0.0145808,0.967598,2
性价比,要玩,0.593,如果要玩几个景区真的建议买个全天通用的接驳车票,0.58335,0.41665,0.0741119,2
性价比,通用,0.646,如果要玩几个景区真的建议买个全天通用的接驳车票,0.58335,0.41665,0.0741119,2
性价比,接驳,0.622,如果要玩几个景区真的建议买个全天通用的接驳车票,0.58335,0.41665,0.074112,2
性价比,游玩,0.614,各种可以游玩的路线,0.994138,0.00586191,0.986973,2
性价比,玩,0.633,各种可以游玩的路线,0.994138,0.00586192,0.986973,2
性价比,玩,0.633,我们是从苜蓿园地铁开始玩,0.977508,0.0224919,0.950018,2
性价比,玩,0.633,景点一天玩有点累,0.99057,0.00943019,0.979044,2
性价比,玩,0.633,买套票可以玩两天,0.988208,0.011792,0.973795,2
文化和历史价值,商业,0.556,商业发达,0.932752,0.0672477,0.850561,2
性价比,玩,0.633,各种可以游玩的路线,0.994138,0.00586192,0.986973,2
性价比,玩,0.633,我们是从苜蓿园地铁开始玩,0.977508,0.0224919,0.950018,2
性价比,玩,0.633,景点一天玩有点累,0.99057,0.0094302,0.979044,2
性价比,玩,0.633,买套票可以玩两天,0.988208,0.011792,0.973795,2
性价比,套票,0.634,买套票可以玩两天,0.988208,0.011792,0.973795,2
性价比,玩,0.633,各种可以游玩的路线,0.994138,0.00586192,0.986973,2
性价比,玩,0.633,我们是从苜蓿园地铁开始玩,0.977508,0.0224918,0.950018,2
性价比,玩,0.633,景点一天玩有点累,0.99057,0.0094302,0.979044,2
性价比,玩,0.633,买套票可以玩两天,0.988208,0.011792,0.973795,2
环境和景观,人文,0.611,人文风景古迹综合最佳的景区,0.99778,0.00222042,0.995066,2
环境和景观,古迹,0.61,人文风景古迹综合最佳的景区,0.99778,0.00222042,0.995066,2
性价比,免费,0.624,梧桐大道是免费的,0.983618,0.0163824,0.963595,2
性价比,套票,0.634,买了钟山风景区的套票,0.98749,0.0125105,0.972199,2
性价比,优惠,0.682,店里扫码有自己的优惠,0.956032,0.0439676,0.902294,2
性价比,价格,0.724,和团购价格相差不大,0.679808,0.320192,0.288461,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,游玩,0.614,但天热或腿脚不方便的估计不适合游玩,0.812837,0.187163,0.584082,2
性价比,淋成,0.614,被淋成落汤鸡,0.100759,0.899241,0.776092,0
文化和历史价值,公园,0.555,不知道这个小公园具体叫什么名字,0.0349212,0.965079,0.922397,0
性价比,玩水,0.609,"
感觉无意间找到了玩水的地方",0.991782,0.0082181,0.981738,2
性价比,玩水,0.609,来年夏天丰水期带孩子去玩水吧,0.920267,0.0797329,0.822816,2
性价比,玩水,0.609,"
感觉无意间找到了玩水的地方",0.991782,0.0082181,0.981738,2
性价比,玩水,0.609,来年夏天丰水期带孩子去玩水吧,0.920267,0.0797328,0.822816,2
性价比,接待,0.619,蒋介石曾多次在此接待外国贵宾,0.959397,0.0406029,0.909771,2
性价比,用车,0.676,里面有宋美龄日常用车,0.978087,0.0219128,0.951305,2
性价比,套票,0.634,直接买套票,0.950089,0.0499111,0.889086,2
性价比,代表性,0.577,不愧是南京代表性景区,0.999312,0.00068758,0.998472,2
环境和景观,自然景观,0.612,自然景观和人文遗址都集聚特色,0.97622,0.0237797,0.947156,2
环境和景观,人文,0.611,自然景观和人文遗址都集聚特色,0.97622,0.0237797,0.947156,2
性价比,玩,0.633,就是看到石象路再停下来玩,0.972975,0.0270254,0.939944,2
性价比,便宜,0.689,景区观光车很便宜,0.962626,0.0373743,0.916946,2
性价比,用时,0.64,"灵谷寺与灵谷塔
坐二号线到钟林街下骑单车到灵谷景区门口用时15分钟",0.674179,0.325821,0.275953,2
性价比,调度,0.636,会收取调度费但可以答题免,0.65063,0.34937,0.223622,2
文化和历史价值,历史,0.647,有历史底蕴也有自然风光,0.99243,0.00756955,0.983179,2
性价比,套票,0.634,买了人均100的套票,0.945875,0.0541251,0.879722,2
性价比,接驳,0.622,人均30的接驳车不要指望,0.0741537,0.925846,0.835214,0
性价比,票价,0.677,因为这个单程票价是10r一次,0.931704,0.0682956,0.848232,2
性价比,便宜,0.689,有座还便宜,0.683146,0.316854,0.29588,2
环境和景观,环境,0.621,环境清幽,0.981919,0.0180815,0.959819,2
性价比,台价,0.621,从下往上看是台价,0.663729,0.336271,0.252731,2
性价比,相比,0.665,不过相比国庆节假日少多了,0.986562,0.0134378,0.970138,2
文化和历史价值,历史,0.647,在这里可以了解一系列的历史文化,0.999092,0.000907978,0.997982,2
性价比,免费,0.624,收费免费的都有,0.805805,0.194195,0.568456,2
性价比,套票,0.634,不建议大家买套票,0.013282,0.986718,0.970485,0
性价比,玩,0.633,可以一起玩,0.999516,0.000484332,0.998924,2
性价比,玩,0.633,再继续游玩走到苜蓿园地铁站,0.981728,0.0182717,0.959396,2
性价比,游玩,0.614,再继续游玩走到苜蓿园地铁站,0.981728,0.0182717,0.959396,2
环境和景观,夜景,0.619,中山陵的夜景更是美不胜收,0.999896,0.000104348,0.999768,2
性价比,感受到,0.6,你可以感受到历史与现代的完美结合,0.99934,0.00066031,0.998533,2
性价比,感受到,0.6,让人们感受到一种宁静而神秘的气息,0.999822,0.000178416,0.999604,2
文化和历史价值,历史,0.647,你可以感受到历史与现代的完美结合,0.99934,0.00066031,0.998533,2
环境和景观,人文,0.611,自然与人文的相互交融,0.99776,0.00224009,0.995022,2
性价比,感受到,0.6,你可以感受到历史与现代的完美结合,0.99934,0.00066031,0.998533,2
性价比,感受到,0.6,让人们感受到一种宁静而神秘的气息,0.999822,0.000178416,0.999604,2
性价比,感受,0.66,你可以感受到历史与现代的完美结合,0.99934,0.00066031,0.998533,2
性价比,感受,0.66,让人们感受到一种宁静而神秘的气息,0.999822,0.000178416,0.999604,2
性价比,感受,0.66,感受这座风景区的独特魅力,0.992039,0.00796108,0.982309,2
性价比,感受,0.66,再次感受这里的美妙变化,0.999589,0.000411244,0.999086,2
性价比,感受,0.66,你可以感受到历史与现代的完美结合,0.99934,0.00066031,0.998533,2
性价比,感受,0.66,让人们感受到一种宁静而神秘的气息,0.999822,0.000178416,0.999604,2
性价比,感受,0.66,感受这座风景区的独特魅力,0.992039,0.00796109,0.982309,2
性价比,感受,0.66,再次感受这里的美妙变化,0.999589,0.000411244,0.999086,2
环境和景观,人文景观,0.612,南京钟山风景区是一个融合了自然风光和人文景观的旅游胜地,0.991399,0.00860127,0.980886,2
文化和历史价值,历史,0.647,你可以领略到自然的美妙和历史的厚重,0.999511,0.00048866,0.998914,2
文化和历史价值,历史,0.647,无论你是来放松心情还是了解历史文化,0.990162,0.0098377,0.978138,2
设施和服务,提供,0.621,为城市居民提供了清新的空气和宜人的环境,0.991719,0.00828097,0.981598,2
环境和景观,环境,0.621,为城市居民提供了清新的空气和宜人的环境,0.991719,0.00828098,0.981598,2
文化和历史价值,历史,0.647,你可以领略到自然的美妙和历史的厚重,0.999511,0.00048866,0.998914,2
文化和历史价值,历史,0.647,无论你是来放松心情还是了解历史文化,0.990162,0.0098377,0.978138,2
文化和历史价值,历史,0.647,满满的历史信息,0.997348,0.0026516,0.994108,2
环境和景观,环境,0.621,环境是真的很好,0.990821,0.00917865,0.979603,2
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
性价比,接驳,0.622,孝陵卫下来转接驳车,0.906221,0.0937786,0.791603,2
性价比,接驳,0.622,逛完中山陵可以接驳车去明孝陵,0.998688,0.00131224,0.997084,2
性价比,游玩,0.614,这是一个地名进入之后多个景区可以游玩,0.975443,0.0245574,0.945428,2
性价比,高度,0.71,整体高度合适,0.999122,0.000877736,0.998049,2
性价比,感受,0.66,适合慢慢走慢慢感受,0.99976,0.000240062,0.999466,2
性价比,感受,0.66,慢慢感受南京的浪漫,0.999851,0.00014862,0.99967,2
性价比,感受,0.66,适合慢慢走慢慢感受,0.99976,0.000240062,0.999466,2
性价比,感受,0.66,慢慢感受南京的浪漫,0.999851,0.00014862,0.99967,2
性价比,感受,0.66,不然感受不到金秋的金陵美景,0.96671,0.0332898,0.926023,2
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
文化和历史价值,建筑史,0.649,"中国近代建筑史上第一陵
一个你不得不来的地方",0.995969,0.00403061,0.991043,2
文化和历史价值,历史,0.647,兼具历史遗迹,0.986706,0.0132935,0.970459,2
文化和历史价值,历史,0.647,历史上作为陵墓地址,0.969378,0.0306224,0.93195,2
文化和历史价值,单日,0.564,单日徒步很难游览完成,0.885896,0.114104,0.746435,2
文化和历史价值,公园,0.555,实际实际很像一个丘陵上的公园,0.445519,0.554481,0.00995702,0
文化和历史价值,历史,0.647,兼具历史遗迹,0.986706,0.0132935,0.970459,2
文化和历史价值,历史,0.647,历史上作为陵墓地址,0.969378,0.0306224,0.93195,2
性价比,游玩,0.614,但是作为旅行游玩的景区来看,0.987958,0.0120421,0.97324,2
性价比,游玩,0.614,其他作为游玩并无特色,0.0957216,0.904278,0.787285,0
性价比,游玩,0.614,但是作为旅行游玩的景区来看,0.987958,0.0120421,0.97324,2
性价比,游玩,0.614,其他作为游玩并无特色,0.0957216,0.904278,0.787285,0
性价比,美成,0.625,一不小心就美成了金陵,0.986316,0.0136837,0.969592,2
性价比,套票,0.634,特色体验：买的套票,0.990363,0.00963749,0.978583,2
环境和景观,山清水秀,0.628,山清水秀的地方,0.994824,0.00517597,0.988498,2
性价比,游玩,0.614,很适合游玩,0.999834,0.000166386,0.99963,2
环境和景观,文化底蕴,0.619,这边很有文化底蕴,0.998538,0.0014623,0.99675,2
环境和景观,人文,0.611,可以把人文和自然结合的如此和谐,0.99936,0.000639827,0.998578,2
文化和历史价值,历史,0.647,体验历史文化,0.998711,0.00128925,0.997135,2
性价比,游玩,0.614,钟山风景区的景点基本上都游玩了,0.99293,0.00707007,0.984289,2
环境和景观,人文,0.611,了解了很多南京当地的人文特色与历史事件,0.66699,0.33301,0.259978,2
文化和历史价值,历史,0.647,了解了很多南京当地的人文特色与历史事件,0.66699,0.33301,0.259977,2
性价比,玩,0.633,钟山风景区的景点基本上都游玩了,0.99293,0.00707006,0.984289,2
性价比,玩,0.633,能玩一天,0.977748,0.0222523,0.95055,2
环境和景观,名胜古迹,0.614,名胜古迹可循,0.992749,0.00725097,0.983887,2
性价比,感受,0.66,但是它适合花个两三天慢慢走慢慢感受,0.987594,0.0124063,0.97243,2
性价比,免费,0.624,紫金山说是免费,0.984648,0.0153524,0.965884,2
设施和服务,服务,0.622,服务人员让我们往坡上走100米,0.389725,0.610275,0.133944,0
文化和历史价值,历史,0.647,历史文化底蕴深厚,0.999308,0.000691936,0.998462,2
文化和历史价值,历史,0.647,感受下中国五千年的历史文化,0.999238,0.000761911,0.998307,2
环境和景观,文化底蕴,0.619,历史文化底蕴深厚,0.999308,0.000691936,0.998462,2
性价比,感受,0.66,感受下中国五千年的历史文化,0.999238,0.000761911,0.998307,2
文化和历史价值,历史,0.647,历史文化底蕴深厚,0.999308,0.000691936,0.998462,2
文化和历史价值,历史,0.647,感受下中国五千年的历史文化,0.999238,0.000761911,0.998307,2
性价比,技术,0.874,"
这就是南京最美的600米梧桐大道吗？可惜我拍照技术不行",0.575326,0.424674,0.0562798,2
性价比,评价,0.682,钟山风景区包含了美龄宫中山陵明孝陵灵谷景区音乐台等各景点有各景点的评价在这里就写一下陵园路的梧桐大道吧,0.975706,0.0242939,0.946014,2
性价比,感受,0.66,打卡最火的梧桐大道感受风吹叶落的感觉,0.9771,0.0228997,0.949112,2
性价比,套票,0.634,买了个几个景点的套票,0.969907,0.0300934,0.933126,2
性价比,免费,0.624,里面中山陵是免费的,0.997585,0.00241461,0.994634,2
性价比,玩,0.633,每次回妈妈家总归会安排去南京玩一天的,0.999794,0.000205736,0.999543,2
性价比,套票,0.634,有套票可买,0.988134,0.0118665,0.97363,2
性价比,可买,0.648,有套票可买,0.988134,0.0118665,0.97363,2
性价比,感受,0.66,治愈～感受大自然不敢想给我一辆单车我能有多快乐,0.998647,0.00135301,0.996993,2
性价比,接驳,0.622,各种接驳车很好,0.998577,0.001423,0.996838,2
性价比,便宜,0.689,只顾拉客确认付钱码十元一趟这么短路程真的不算便宜,5.34352e-05,0.999947,0.999881,0
性价比,技术,0.874,无处不彰显着建筑美学与建筑的复原技术,0.990325,0.0096746,0.978501,2
性价比,数量,0.586,台阶的数量,0.921092,0.078908,0.824649,2
性价比,玩,0.633,敢到中山陵玩的人都是真正的勇士,0.979352,0.0206485,0.954114,2
环境和景观,名胜,0.615,南京钟山风景区是一处以山水名胜和历史文化遗址为主题的旅游胜地,0.99221,0.00778992,0.982689,2
文化和历史价值,历史,0.647,南京钟山风景区是一处以山水名胜和历史文化遗址为主题的旅游胜地,0.99221,0.00778991,0.982689,2
文化和历史价值,历史,0.647,钟山风景区融合了丰富的历史文化元素,0.990872,0.00912801,0.979716,2
文化和历史价值,历史,0.647,展示了南京悠久的历史和文化底蕴,0.995186,0.0048139,0.989302,2
文化和历史价值,历史,0.647,钟山风景区在保护和弘扬历史文化方面做出了积极努力,0.988663,0.0113372,0.974806,2
文化和历史价值,历史,0.647,南京钟山风景区以其自然山水和丰富的历史文化吸引了众多游客,0.993065,0.00693509,0.984589,2
文化和历史价值,历史,0.647,人们可以体验到大自然的鬼斧神工和南京历史文化的魅力,0.99772,0.00227978,0.994934,2
环境和景观,自然景观,0.612,钟山风景区的自然景观优美,0.970949,0.0290511,0.935442,2
环境和景观,自然景观,0.612,瀑布等自然景观,0.982146,0.0178538,0.960325,2
环境和景观,自然景观,0.612,钟山风景区的自然景观优美,0.970949,0.0290511,0.935442,2
环境和景观,自然景观,0.612,瀑布等自然景观,0.982146,0.0178538,0.960325,2
文化和历史价值,历史,0.647,南京钟山风景区是一处以山水名胜和历史文化遗址为主题的旅游胜地,0.99221,0.00778991,0.982689,2
文化和历史价值,历史,0.647,钟山风景区融合了丰富的历史文化元素,0.990872,0.00912801,0.979716,2
文化和历史价值,历史,0.647,展示了南京悠久的历史和文化底蕴,0.995186,0.0048139,0.989302,2
文化和历史价值,历史,0.647,钟山风景区在保护和弘扬历史文化方面做出了积极努力,0.988663,0.0113372,0.974806,2
文化和历史价值,历史,0.647,南京钟山风景区以其自然山水和丰富的历史文化吸引了众多游客,0.993065,0.00693509,0.984589,2
文化和历史价值,历史,0.647,人们可以体验到大自然的鬼斧神工和南京历史文化的魅力,0.99772,0.00227979,0.994934,2
文化和历史价值,历史,0.647,南京钟山风景区是一处以山水名胜和历史文化遗址为主题的旅游胜地,0.99221,0.00778991,0.982689,2
文化和历史价值,历史,0.647,钟山风景区融合了丰富的历史文化元素,0.990872,0.00912801,0.979716,2
文化和历史价值,历史,0.647,展示了南京悠久的历史和文化底蕴,0.995186,0.0048139,0.989302,2
