字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,免费,0.624,需要提醒中山陵免费,0.817971,0.182029,0.595491,2
性价比,优惠,0.682,买了优惠联票,0.976247,0.0237527,0.947216,2
环境和景观,古迹,0.61,明孝陵里瞻仰了古迹,0.999835,0.0001654,0.999632,2
性价比,接触,0.615,可以近距离接触抚摸和投喂小鹿,0.997781,0.00221859,0.99507,2
性价比,玩,0.633,很适合小朋友来玩,0.999818,0.000181577,0.999596,2
文化和历史价值,历史,0.647,这是一个文化历史底蕴深厚和自然景观美丽兼具的景点,0.997733,0.0022668,0.994963,2
环境和景观,自然景观,0.612,这是一个文化历史底蕴深厚和自然景观美丽兼具的景点,0.997733,0.0022668,0.994963,2
性价比,标志性,0.65,是明孝陵的标志性建筑,0.999705,0.000295313,0.999344,2
性价比,接驳,0.622,都要做的接驳车,0.843357,0.156643,0.651904,2
性价比,接驳,0.622,就排队坐接驳车了,0.806374,0.193626,0.569721,2
环境和景观,周边环境,0.615,周边环境脏乱差,0.00596662,0.994033,0.986741,0
性价比,接驳,0.622,都要做的接驳车,0.843357,0.156643,0.651904,2
性价比,接驳,0.622,就排队坐接驳车了,0.806375,0.193625,0.569721,2
性价比,成渣,0.59,被晋祠秒成渣,0.00463468,0.995365,0.989701,0
性价比,名气,0.604,名气大而已,0.00650406,0.993496,0.985547,0
性价比,接单,0.646,出租车完全不接单,0.159019,0.840981,0.646625,0
性价比,科技创新,0.854,高德地图推荐停车南理工科技创新园最近景区,0.970139,0.0298613,0.933642,2
性价比,接驳,0.622,不需要接驳车,0.957123,0.0428766,0.904719,2
性价比,接驳,0.622,经过点有很多接驳车去各个景区,0.920749,0.0792514,0.823886,2
性价比,接驳,0.622,不需要接驳车,0.957123,0.0428766,0.904719,2
性价比,接驳,0.622,经过点有很多接驳车去各个景区,0.920749,0.0792514,0.823886,2
性价比,优惠,0.682,大众点评订票提前预订有优惠,0.986258,0.0137425,0.969461,2
性价比,原价,0.702,当天预订原价,0.941493,0.0585071,0.869984,2
性价比,成荫,0.62,沿路绿化成荫,0.768755,0.231245,0.486122,2
性价比,同价,0.662,大人小孩同价,0.788984,0.211016,0.531077,2
性价比,降价,0.672,建议降价到20元或者免费,0.138157,0.861843,0.692985,0
性价比,免费,0.624,建议降价到20元或者免费,0.138157,0.861843,0.692985,0
性价比,免费,0.624,隔壁中山陵就免费,0.582492,0.417508,0.0722033,2
性价比,成功,0.623,剩余景点都没去成功,0.292683,0.707317,0.349592,0
设施和服务,平台,0.625,国庆节体验非常差千万不要在平台买联票,0.000948042,0.999052,0.997893,0
性价比,价格,0.724,价格一样这次被坑了,0.00058917,0.999411,0.998691,0
性价比,玩,0.633,十一到底去哪玩？考慮了好久,0.385763,0.614237,0.142748,0
文化和历史价值,文化遺產,0.558,這次就去拜訪世界文化遺產,0.743857,0.256143,0.430794,2
文化和历史价值,历史,0.647,绝对配得上他的历史地位,0.9994,0.000600261,0.998666,2
文化和历史价值,历史,0.647,很棒的体验能够从中国的历史建筑中学到很多,0.999884,0.000115612,0.999743,2
环境和景观,环境,0.621,环境还不错,0.929114,0.0708858,0.842476,2
性价比,套票,0.634,买套票,0.984396,0.0156039,0.965324,2
性价比,套票,0.634,说是套票,0.443158,0.556842,0.0152051,0
性价比,套票,0.634,买了套票还要买内循环票,0.982235,0.0177655,0.960521,2
性价比,套票,0.634,更不推荐买套票,0.00111739,0.998883,0.997517,0
性价比,便宜,0.689,以为便宜很多,0.0308564,0.969144,0.93143,0
性价比,套票,0.634,买套票,0.984396,0.0156039,0.965324,2
性价比,套票,0.634,说是套票,0.443158,0.556842,0.0152051,0
性价比,套票,0.634,买了套票还要买内循环票,0.982235,0.0177655,0.960521,2
性价比,套票,0.634,更不推荐买套票,0.00111739,0.998883,0.997517,0
性价比,套票,0.634,买套票,0.984396,0.0156039,0.965324,2
性价比,套票,0.634,说是套票,0.443158,0.556842,0.0152051,0
性价比,套票,0.634,买了套票还要买内循环票,0.982235,0.0177655,0.960521,2
性价比,套票,0.634,更不推荐买套票,0.00111739,0.998883,0.997517,0
性价比,套票,0.634,买套票,0.984396,0.0156039,0.965324,2
性价比,套票,0.634,说是套票,0.443158,0.556842,0.0152051,0
性价比,套票,0.634,买了套票还要买内循环票,0.982234,0.0177655,0.960521,2
性价比,套票,0.634,更不推荐买套票,0.00111739,0.998883,0.997517,0
性价比,玩到,0.635,玩到哪算哪,0.0529179,0.947082,0.882405,0
文化和历史价值,历史,0.647,本来想带小朋友学习一下历史知识,0.970936,0.0290638,0.935414,2
文化和历史价值,历史,0.647,还有诸多明朝历史典故介绍介绍,0.995529,0.00447083,0.990065,2
文化和历史价值,历史,0.647,对这段历史有些了解也是比较好的,0.995848,0.0041519,0.990773,2
文化和历史价值,历史,0.647,了解它的历史今生,0.995831,0.00416907,0.990735,2
性价比,价钱,0.733,一个价钱两种服务差评,0.000455793,0.999544,0.998987,0
设施和服务,服务,0.622,一个价钱两种服务差评,0.000455793,0.999544,0.998987,0
性价比,玩,0.633,"有导游好好转能玩一天
最感慨的是朱元璋墓和主要配套建筑七百年了还都在",0.997765,0.00223469,0.995034,2
文化和历史价值,历史,0.647,每一片都在见证着南京城历史的变迁,0.999784,0.00021572,0.999521,2
设施和服务,消费,0.62,除了景区内的各种摆渡车各种消费,0.511941,0.488059,0.76118,1
设施和服务,消费,0.62,总之除了各种变着法的额外消费外,0.0240449,0.975955,0.946567,0
设施和服务,消费,0.62,除了景区内的各种摆渡车各种消费,0.511941,0.488059,0.76118,1
设施和服务,消费,0.62,总之除了各种变着法的额外消费外,0.0240449,0.975955,0.946567,0
设施和服务,服务,0.622,服务区内的出租车和小电瓶也没警察管,0.13972,0.86028,0.68951,0
性价比,价,0.707,高喊价,0.520745,0.479255,0.585092,1
环境和景观,环境,0.621,环境无敌好,0.99944,0.000560089,0.998755,2
环境和景观,环境,0.621,走在这样的环境中感觉灵魂得到了净化,0.995898,0.00410246,0.990883,2
环境和景观,环境,0.621,环境无敌好,0.99944,0.000560089,0.998755,2
环境和景观,环境,0.621,走在这样的环境中感觉灵魂得到了净化,0.995898,0.00410246,0.990883,2
文化和历史价值,历史,0.647,暑假的时候带娃增加一点历史知识明孝陵很大,0.999793,0.000206527,0.999541,2
性价比,玩,0.633,主要带娃玩,0.992306,0.00769434,0.982902,2
文化和历史价值,历史,0.647,明孝陵是中国历史上最重要,0.999747,0.00025267,0.999439,2
文化和历史价值,历史,0.647,看历史还是要去西安,0.968349,0.0316515,0.929663,2
性价比,游玩,0.614,游玩1小时,0.98192,0.01808,0.959822,2
性价比,接人,0.607,也不让车辆接人,0.048435,0.951565,0.892367,0
性价比,成就,0.684,代表了明初建筑和石刻艺术的最高成就,0.994767,0.00523346,0.98837,2
设施和服务,消费,0.62,打卡盖章都要先消费,0.213158,0.786842,0.526316,0
设施和服务,商品,0.89,商品没特色,0.00449601,0.995504,0.990009,0
文化和历史价值,文创,0.557,打着文创实则淘宝,0.348266,0.651734,0.226075,0
性价比,免费,0.624,"
这两项其他景区好像都是免费的吧",0.952294,0.0477065,0.893986,2
性价比,玩得,0.658,玩得很开心哦,0.999968,3.1833e-05,0.999929,2
性价比,玩完,0.591,想一天玩完的话基本上必须使用游览车了,0.994198,0.00580236,0.987106,2
性价比,调用,0.631,建成先后调用军工10万历时达25年明孝陵位于南京市玄武区钟山风景名胜区内其占地面积达170余万平方米是中国规模最大的帝王陵寝之一陵园规模宏大格局严谨孝陵建筑自下马坊至宝城纵深2,0.994848,0.00515207,0.988551,2
文化和历史价值,历史,0.647,一座有历史韵味的城市,0.999617,0.000382825,0.999149,2
文化和历史价值,历史,0.647,仿佛走在历史的烟雨里,0.997679,0.00232066,0.994843,2
文化和历史价值,历史,0.647,保留着历史韵味,0.999685,0.000314711,0.999301,2
文化和历史价值,历史,0.647,随处可见历史,0.995595,0.00440509,0.990211,2
文化和历史价值,历史,0.647,一座有历史韵味的城市,0.999617,0.000382825,0.999149,2
文化和历史价值,历史,0.647,仿佛走在历史的烟雨里,0.997679,0.00232066,0.994843,2
文化和历史价值,历史,0.647,保留着历史韵味,0.999685,0.000314711,0.999301,2
文化和历史价值,历史,0.647,随处可见历史,0.995595,0.00440509,0.990211,2
文化和历史价值,历史,0.647,一座有历史韵味的城市,0.999617,0.000382825,0.999149,2
文化和历史价值,历史,0.647,仿佛走在历史的烟雨里,0.997679,0.00232066,0.994843,2
文化和历史价值,历史,0.647,保留着历史韵味,0.999685,0.000314711,0.999301,2
文化和历史价值,历史,0.647,随处可见历史,0.995595,0.00440509,0.990211,2
文化和历史价值,历史,0.647,一座有历史韵味的城市,0.999617,0.000382825,0.999149,2
文化和历史价值,历史,0.647,仿佛走在历史的烟雨里,0.997679,0.00232066,0.994843,2
文化和历史价值,历史,0.647,保留着历史韵味,0.999685,0.000314711,0.999301,2
文化和历史价值,历史,0.647,随处可见历史,0.995595,0.00440509,0.990211,2
性价比,游玩,0.614,抽空特意在工作日去了南京游玩,0.996606,0.0033943,0.992457,2
性价比,数量,0.586,游客数量明显比较少,0.696852,0.303148,0.326339,2
环境和景观,名胜古迹,0.614,在南京不知道要留下多少名胜古迹,0.879257,0.120743,0.731681,2
文化和历史价值,历史,0.647,一个记录朝代历史,0.997146,0.00285389,0.993658,2
文化和历史价值,历史,0.647,也是记录南京历史的景点,0.993387,0.0066132,0.985304,2
文化和历史价值,历史,0.647,记录过往的历史,0.998702,0.00129763,0.997116,2
文化和历史价值,历史,0.647,见证着这座城市的变迁和历史,0.999632,0.000367978,0.999182,2
文化和历史价值,历史,0.647,一个记录朝代历史,0.997146,0.0028539,0.993658,2
文化和历史价值,历史,0.647,也是记录南京历史的景点,0.993387,0.0066132,0.985304,2
文化和历史价值,历史,0.647,记录过往的历史,0.998702,0.00129763,0.997116,2
文化和历史价值,历史,0.647,见证着这座城市的变迁和历史,0.999632,0.000367978,0.999182,2
文化和历史价值,历史,0.647,一个记录朝代历史,0.997146,0.00285389,0.993658,2
文化和历史价值,历史,0.647,也是记录南京历史的景点,0.993387,0.0066132,0.985304,2
文化和历史价值,历史,0.647,记录过往的历史,0.998702,0.00129763,0.997116,2
文化和历史价值,历史,0.647,见证着这座城市的变迁和历史,0.999632,0.000367978,0.999182,2
文化和历史价值,历史,0.647,一个记录朝代历史,0.997146,0.00285389,0.993658,2
文化和历史价值,历史,0.647,也是记录南京历史的景点,0.993387,0.0066132,0.985304,2
文化和历史价值,历史,0.647,记录过往的历史,0.998702,0.00129763,0.997116,2
文化和历史价值,历史,0.647,见证着这座城市的变迁和历史,0.999632,0.000367978,0.999182,2
环境和景观,环境,0.621,环境不要太好,0.888716,0.111284,0.752701,2
环境和景观,人文,0.611,整个园区将人文与自然和谐统一,0.985322,0.0146783,0.967381,2
性价比,高度,0.71,达到天人合一的完美高度,0.997211,0.0027891,0.993802,2
环境和景观,环境,0.621,成为中国传统建筑艺术文化与环境美学相结合的优秀典范,0.999554,0.000445654,0.99901,2
性价比,玩,0.633,就逛了明孝陵感觉树很多很适合散步但真实的墙反而没那么好玩本来还看攻略想要特种兵把中山陵和美龄馆玩了但是我还是对自己的体能有数的光一个明孝陵一万五千步就是我的极限了,0.997868,0.0021318,0.995263,2
性价比,便宜,0.689,毕竟145元的门票也不便宜,0.749856,0.250144,0.444125,2
性价比,游玩,0.614,游玩的话可以不用优先考虑这个景点,0.990853,0.00914677,0.979674,2
性价比,游玩,0.614,这样更好的游玩一下,0.990993,0.00900654,0.979985,2
性价比,游玩,0.614,都游玩了,0.995211,0.00478874,0.989358,2
性价比,游玩,0.614,这样更好的游玩一下,0.990993,0.00900654,0.979985,2
性价比,游玩,0.614,都游玩了,0.995211,0.00478874,0.989358,2
性价比,玩吧,0.612,一家三口一起去玩吧,0.748485,0.251515,0.441079,2
文化和历史价值,历史,0.647,都有着百年历史,0.997787,0.00221301,0.995082,2
文化和历史价值,历史,0.647,但却诉说着历史最直白的沉淀,0.998675,0.00132484,0.997056,2
文化和历史价值,历史,0.647,都有着百年历史,0.997787,0.00221301,0.995082,2
文化和历史价值,历史,0.647,但却诉说着历史最直白的沉淀,0.998675,0.00132484,0.997056,2
设施和服务,服务,0.622,服务人员也很有礼貌,0.996208,0.00379191,0.991574,2
性价比,免费,0.624,明孝陵也很不错值得去看看里面也非常的大慢悠悠的逛也能走一天走到里面还会有免费的拍照留作纪念小小的照片钥匙扣是免费的大照片是要花钱的不过都是自愿的也不是很贵,0.999978,2.16256e-05,0.999952,2
性价比,免费,0.624,明孝陵也很不错值得去看看里面也非常的大慢悠悠的逛也能走一天走到里面还会有免费的拍照留作纪念小小的照片钥匙扣是免费的大照片是要花钱的不过都是自愿的也不是很贵,0.999978,2.16256e-05,0.999952,2
性价比,玩,0.633,明孝陵位于江苏省南京市玄武区紫金山南麓独龙阜玩珠峰下,0.99704,0.00296013,0.993422,2
文化和历史价值,历史,0.647,然后可以爬到城墙上参观一下历史古迹,0.993024,0.00697549,0.984499,2
环境和景观,古迹,0.61,然后可以爬到城墙上参观一下历史古迹,0.993024,0.00697549,0.984499,2
性价比,玩,0.633,大夏天来玩这个真的挺无聊的,0.072577,0.927423,0.838718,0
性价比,感受,0.66,喜欢明史就要身临其境感受其背景,0.999679,0.000321211,0.999286,2
文化和历史价值,历史,0.647,喜欢历史的人在南京必逛,0.999611,0.000389048,0.999135,2
环境和景观,山清水秀,0.628,明孝陵处于山清水秀的环境之中,0.999272,0.000727923,0.998382,2
环境和景观,环境,0.621,明孝陵处于山清水秀的环境之中,0.999272,0.000727923,0.998382,2
环境和景观,人文,0.611,人文与自然景观浑然天成,0.989798,0.0102021,0.977329,2
环境和景观,自然景观,0.612,人文与自然景观浑然天成,0.989798,0.0102021,0.977329,2
性价比,套票,0.634,门票建议购买钟山风景区套票,0.985969,0.0140312,0.968819,2
性价比,感受到,0.6,进去后能感受到红墙砖瓦下的皇家肃严,0.897489,0.102511,0.772198,2
文化和历史价值,历史,0.647,同时也有着浓厚的历史文化气息,0.999136,0.00086401,0.99808,2
文化和历史价值,历史,0.647,有许多历史景点,0.984101,0.0158993,0.964668,2
文化和历史价值,历史,0.647,还有许多明代历史遗迹,0.991722,0.00827822,0.981604,2
文化和历史价值,历史,0.647,同时也有着浓厚的历史文化气息,0.999136,0.00086401,0.99808,2
文化和历史价值,历史,0.647,有许多历史景点,0.984101,0.0158993,0.964668,2
文化和历史价值,历史,0.647,还有许多明代历史遗迹,0.991722,0.00827822,0.981604,2
文化和历史价值,历史,0.647,同时也有着浓厚的历史文化气息,0.999136,0.00086401,0.99808,2
文化和历史价值,历史,0.647,有许多历史景点,0.984101,0.0158993,0.964668,2
文化和历史价值,历史,0.647,还有许多明代历史遗迹,0.991722,0.00827822,0.981604,2
性价比,游玩,0.614,去游玩的话建议租车,0.984848,0.0151515,0.96633,2
性价比,适度,0.642,建议走走停停找个适度的节奏,0.916232,0.0837684,0.813848,2
性价比,玩,0.633,来玩之前我做了足足得功课,0.991728,0.00827173,0.981618,2
文化和历史价值,历史,0.647,专门研究了朱元璋得相关历史,0.988167,0.0118327,0.973705,2
文化和历史价值,历史,0.647,来这里我更多的是来认知历史,0.995684,0.00431606,0.990409,2
性价比,没用,0.609,准备的啥也没用上,0.0416529,0.958347,0.907438,0
性价比,气度,0.68,无处不显示着帝王得气度,0.407416,0.592584,0.0946312,0
性价比,认知,0.658,来这里我更多的是来认知历史,0.995684,0.00431606,0.990409,2
文化和历史价值,历史,0.647,专门研究了朱元璋得相关历史,0.988167,0.0118327,0.973705,2
文化和历史价值,历史,0.647,来这里我更多的是来认知历史,0.995684,0.00431606,0.990409,2
性价比,玩玩,0.634,走走玩玩也就二十多分钟吧,0.139323,0.860677,0.690393,0
文化和历史价值,历史,0.647,对历史记忆不深刻大概就是看了看就往里走了,0.849417,0.150583,0.66537,2
性价比,免费,0.624,30前免费这条最吸引人,0.995861,0.00413878,0.990803,2
性价比,接,0.586,接了单,0.284986,0.715014,0.366698,0
性价比,牌位,0.853,比如在有他和他老婆的牌位,0.966267,0.033733,0.925038,2
性价比,性价比,1.0,但是感觉60到80一个人性价比一般,0.0657825,0.934217,0.853817,0
性价比,套票,0.634,如果只逛这一个景点就不要买套票,0.0309476,0.969052,0.931228,0
性价比,套票,0.634,如果买了套票没逛完的话,0.777463,0.222537,0.505473,2
性价比,套票,0.634,第二天还可以逛一个套票可以逛两天,0.978308,0.0216921,0.951795,2
性价比,套票,0.634,如果只逛这一个景点就不要买套票,0.0309476,0.969052,0.931228,0
性价比,套票,0.634,如果买了套票没逛完的话,0.777463,0.222537,0.505473,2
性价比,套票,0.634,第二天还可以逛一个套票可以逛两天,0.978308,0.0216921,0.951795,2
性价比,套票,0.634,如果只逛这一个景点就不要买套票,0.0309476,0.969052,0.931228,0
性价比,套票,0.634,如果买了套票没逛完的话,0.777463,0.222537,0.505473,2
性价比,套票,0.634,第二天还可以逛一个套票可以逛两天,0.978308,0.0216921,0.951795,2
性价比,游玩,0.614,几个人组个小队伍一起游玩很嗨皮,0.998537,0.00146291,0.996749,2
性价比,感受,0.66,"感受历史
很难想象图五是上供的贡品",0.941346,0.0586544,0.869657,2
文化和历史价值,历史,0.647,"感受历史
很难想象图五是上供的贡品",0.941346,0.0586544,0.869657,2
文化和历史价值,历史,0.647,不知道怎么说虽然见识到了历史的一面但是累是真的累一路下来感觉脚已经废了,0.0145748,0.985425,0.967612,0
文化和历史价值,历史,0.647,历史底蕴深厚的地方,0.998403,0.00159666,0.996452,2
性价比,真可爱,0.628,但小鹿是真可爱啊,0.999304,0.000696395,0.998452,2
性价比,游玩,0.614,需要出园才能再去游玩,0.995505,0.0044948,0.990011,2
文化和历史价值,历史,0.647,如果你是想看看历史,0.146303,0.853697,0.674883,0
文化和历史价值,历史,0.647,两边的古树仿佛是见证过历史的存在,0.895943,0.104057,0.768761,2
文化和历史价值,历史,0.647,不妨来这里感受一下历史的魅力,0.997838,0.00216212,0.995195,2
性价比,免费,0.624,那里有免费拍小照片,0.987451,0.0125489,0.972113,2
文化和历史价值,文创,0.557,还有文创店消费盖章,0.856038,0.143962,0.680085,2
设施和服务,消费,0.62,还有文创店消费盖章,0.856038,0.143962,0.680085,2
环境和景观,古迹,0.61,南京古迹,0.988332,0.0116684,0.97407,2
环境和景观,景观,0.615,南京的景观,0.99227,0.00772982,0.982823,2
文化和历史价值,历史,0.647,饱含了历史韵味,0.999866,0.000134314,0.999701,2
文化和历史价值,历史,0.647,来散散步感受历史挺好,0.998216,0.00178425,0.996035,2
性价比,感受,0.66,来散散步感受历史挺好,0.998216,0.00178424,0.996035,2
文化和历史价值,历史,0.647,饱含了历史韵味,0.999866,0.000134314,0.999701,2
文化和历史价值,历史,0.647,来散散步感受历史挺好,0.998216,0.00178425,0.996035,2
环境和景观,环境,0.621,环境也很好,0.999812,0.000187685,0.999583,2
环境和景观,环境,0.621,环境：很遗憾没有秋天的时候过来,0.981118,0.0188817,0.958041,2
文化和历史价值,历史,0.647,不然历史不太懂的人也就走马观花了,0.875828,0.124172,0.724063,2
文化和历史价值,历史,0.647,这座历经600年历史的陵墓,0.993225,0.00677462,0.984945,2
文化和历史价值,历史,0.647,是历史和艺术的完美融合,0.998121,0.00187913,0.995824,2
性价比,感受,0.66,感受着古代皇家陵墓的庄严与肃穆,0.999688,0.000311997,0.999307,2
文化和历史价值,历史,0.647,这座历经600年历史的陵墓,0.993225,0.00677462,0.984945,2
文化和历史价值,历史,0.647,是历史和艺术的完美融合,0.998121,0.00187913,0.995824,2
性价比,感受,0.66,感受和长沙的橘子洲差不多,0.981555,0.0184449,0.959011,2
环境和景观,环境,0.621,明孝陵整体来说环境倒是不错,0.96616,0.0338401,0.9248,2
性价比,套票,0.634,套票已包含明孝陵门票,0.994654,0.00534595,0.98812,2
性价比,票价,0.677,可能也算值个票价,0.640985,0.359015,0.20219,2
性价比,定价,0.705,实在不理解这个定价是怎么定的,0.000115698,0.999884,0.999743,0
性价比,便宜,0.689,不是特别便宜,0.0320254,0.967975,0.928833,0
性价比,免费,0.624,里面有一个免费拍照的地方,0.987173,0.0128271,0.971495,2
文化和历史价值,历史,0.647,每一步都走过的都是600年的历史,0.999567,0.000432703,0.999039,2
文化和历史价值,历史,0.647,至今已有六百多年历史,0.994105,0.0058947,0.986901,2
环境和景观,山清水秀,0.628,融于山清水秀的自然环境,0.978483,0.0215172,0.952184,2
性价比,高度,0.71,达到天人合一的完美高度,0.997211,0.0027891,0.993802,2
环境和景观,环境,0.621,环境：很古老的感觉,0.948254,0.0517457,0.88501,2
性价比,观赏性,0.739,最后到墓的时候基本上没啥观赏性,0.204319,0.795681,0.545957,0
性价比,感受到,0.6,能更好地感受到南京这个地方的优势,0.982692,0.0173076,0.961539,2
性价比,感受,0.66,能更好地感受到南京这个地方的优势,0.982692,0.0173076,0.961539,2
性价比,感受,0.66,也能感受开电动的乐趣,0.982596,0.0174041,0.961324,2
性价比,筑成,0.598,"前后纵深近3千米,陵园四周筑成的皇墙就有22",0.933647,0.0663528,0.852549,2
性价比,像是,0.611,像是一副画,0.882445,0.117555,0.738766,2
性价比,票价,0.677,明孝陵票价最高,0.988654,0.0113459,0.974787,2
性价比,游玩,0.614,也的确是几个景区里最值得游玩的,0.998834,0.0011664,0.997408,2
性价比,感受,0.66,"上海驱车4小时
第一站明孝陵
感受南京的历史文化
南京一座有故事的城市
我们
一个有梦想的团队",0.999921,7.91802e-05,0.999824,2
文化和历史价值,历史,0.647,"上海驱车4小时
第一站明孝陵
感受南京的历史文化
南京一座有故事的城市
我们
一个有梦想的团队",0.999921,7.91802e-05,0.999824,2
性价比,游玩,0.614,方便游玩,0.998464,0.00153642,0.996586,2
性价比,游玩,0.614,游玩的,0.9935,0.00649955,0.985556,2
性价比,游玩,0.614,方便游玩,0.998464,0.00153642,0.996586,2
性价比,游玩,0.614,游玩的,0.9935,0.00649955,0.985556,2
性价比,感受,0.66,让小朋友感受下,0.935513,0.0644874,0.856695,2
文化和历史价值,历史,0.647,明朝的历史,0.998575,0.00142485,0.996834,2
性价比,游玩,0.614,游玩时间建议2,0.992095,0.0079046,0.982434,2
性价比,接触,0.615,近距离接触,0.995864,0.00413603,0.990809,2
性价比,接触,0.615,才能进入园子里面和小鹿接触,0.992573,0.00742736,0.983495,2
性价比,接触,0.615,近距离接触,0.995864,0.00413603,0.990809,2
性价比,接触,0.615,才能进入园子里面和小鹿接触,0.992573,0.00742736,0.983495,2
性价比,玩,0.633,大人小孩在里面玩的都挺开心的,0.99965,0.000349529,0.999223,2
文化和历史价值,公园,0.555,公园很大,0.990989,0.00901123,0.979975,2
性价比,票价,0.677,票价70,0.932054,0.0679465,0.849008,2
性价比,玩,0.633,前段时间去南京玩,0.973988,0.0260121,0.942195,2
性价比,玩,0.633,去了几个朋友推荐的景点游玩,0.997806,0.00219355,0.995126,2
性价比,玩,0.633,去玩中山陵一路走走逛逛到了明孝陵景区,0.998376,0.00162415,0.996391,2
性价比,游玩,0.614,去了几个朋友推荐的景点游玩,0.997806,0.00219355,0.995126,2
性价比,玩,0.633,前段时间去南京玩,0.973988,0.0260121,0.942195,2
性价比,玩,0.633,去了几个朋友推荐的景点游玩,0.997806,0.00219355,0.995126,2
性价比,玩,0.633,去玩中山陵一路走走逛逛到了明孝陵景区,0.998376,0.00162415,0.996391,2
性价比,玩,0.633,和朋友一起去玩的话,0.993606,0.00639401,0.985791,2
性价比,玩,0.633,这样的话可以在里面玩一天,0.962152,0.0378479,0.915894,2
性价比,玩,0.633,和朋友一起去玩的话,0.993606,0.00639401,0.985791,2
性价比,玩,0.633,这样的话可以在里面玩一天,0.962152,0.0378478,0.915894,2
文化和历史价值,公园,0.555,很大的公园,0.99917,0.000829582,0.998156,2
性价比,便宜,0.689,门票不便宜,0.875032,0.124968,0.722294,2
环境和景观,景观,0.615,里面有明孝陵的微缩景观模型,0.998961,0.00103902,0.997691,2
性价比,无比,0.621,无比敷衍,0.000466482,0.999534,0.998963,0
设施和服务,自我教育,0.621,即使是不了解也可以在旁边的博物馆先进行简单的自我教育,0.825659,0.174341,0.612575,2
性价比,这不比,0.617,这不比那某奈的鹿可爱万倍啊,0.594673,0.405327,0.0992723,2
文化和历史价值,文创,0.557,长生鹿苑的文创雪糕好美呀,0.998093,0.00190693,0.995762,2
性价比,免费,0.624,前面还有免费自拍钥匙扣可以领,0.98267,0.0173296,0.96149,2
性价比,玩,0.633,坐落在紫金山南独龙阜玩珠峰下帝王陵墓,0.985943,0.014057,0.968762,2
文化和历史价值,历史,0.647,可以了解到明朝的历史和文化,0.999408,0.000591544,0.998685,2
文化和历史价值,历史,0.647,很有历史意义,0.999843,0.000157294,0.99965,2
文化和历史价值,历史,0.647,也知道一直新颖的历史故事,0.999871,0.000128664,0.999714,2
文化和历史价值,历史,0.647,很有历史意义,0.999843,0.000157294,0.99965,2
文化和历史价值,历史,0.647,也知道一直新颖的历史故事,0.999871,0.000128664,0.999714,2
性价比,感受,0.66,总之到此可以感受读万卷书,0.975954,0.0240458,0.946565,2
环境和景观,环境,0.621,环境,0.900831,0.0991694,0.779623,2
环境和景观,山清水秀,0.628,山清水秀,0.999664,0.000336415,0.999252,2
文化和历史价值,历史,0.647,"地铁都很便利
历史",0.999172,0.000827809,0.99816,2
文化和历史价值,历史,0.647,纵贯明朝历史,0.992448,0.00755241,0.983217,2
文化和历史价值,历史,0.647,"地铁都很便利
历史",0.999172,0.000827809,0.99816,2
文化和历史价值,历史,0.647,纵贯明朝历史,0.992448,0.00755241,0.983217,2
性价比,感受,0.66,是来感受和历史最近的一次吧不为别的都来吸氧吧,0.912373,0.087627,0.805273,2
