字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,历史,0.647,很有历史的沉淀感,0.999955,4.47172e-05,0.999901,2
文化和历史价值,历史,0.647,很有历史底蕴,0.99987,0.000129916,0.999711,2
设施和服务,热心,0.623,美女导游很热心,0.997613,0.00238733,0.994695,2
环境和景观,环境,0.621,整体环境好,0.995545,0.00445516,0.9901,2
环境和景观,环境,0.621,环境非常好,0.999791,0.000209196,0.999535,2
性价比,套票,0.634,套票非常合适,0.99992,7.99774e-05,0.999822,2
环境和景观,自然景观,0.612,两遍的自然景观也非常不错,0.999719,0.000281345,0.999375,2
性价比,价格,0.724,景点电瓶车价格太贵,0.228666,0.771334,0.491854,0
文化和历史价值,历史,0.647,明孝陵有一定的历史遗迹,0.999751,0.000248905,0.999447,2
设施和服务,服务,0.622,就是服务跟不上,0.928142,0.0718581,0.840315,2
性价比,数量,0.586,景区交通车数量太少,0.0641555,0.935844,0.857432,0
设施和服务,服务态度,0.621,个别工作人员服务态度还是有问题的,0.00738,0.99262,0.9836,0
性价比,服务态度,0.573,个别工作人员服务态度还是有问题的,0.00738,0.99262,0.9836,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,性价比,1.0,性价比很一般,0.00176253,0.998237,0.996083,0
性价比,百度,0.631,不是靠着百度地图导航游览,0.0972514,0.902749,0.783886,0
性价比,明成祖,0.6,明成祖朱棣给朱元璋歌颂功德立的碑一只大乌龟托着石碑,0.79374,0.20626,0.541644,2
性价比,风度,0.679,又不失风度,0.917895,0.082105,0.817545,2
文化和历史价值,历史,0.647,一个陵园一个漫长的历史故事,0.566361,0.433639,0.036358,2
性价比,玩,0.633,明孝陵坐落在江苏南京市玄武区紫金山南麓独龙阜玩珠峰下,0.99785,0.00215003,0.995222,2
性价比,成就,0.684,代表了明代建筑和石刻艺术的最高成就,0.998069,0.00193079,0.995709,2
文化和历史价值,历史,0.647,历史的厚重感很强烈,0.998952,0.00104839,0.99767,2
设施和服务,服务,0.622,可以有导游服务了,0.969371,0.0306291,0.931935,2
环境和景观,环境,0.621,环境好,0.995576,0.00442414,0.990169,2
环境和景观,环境,0.621,但是不影响整个园子里的植物和环境布局,0.917996,0.0820043,0.817768,2
环境和景观,环境,0.621,环境好,0.995576,0.00442414,0.990169,2
环境和景观,环境,0.621,但是不影响整个园子里的植物和环境布局,0.917996,0.0820043,0.817768,2
文化和历史价值,历史,0.647,很多植物都是几百年的历史,0.990943,0.00905705,0.979873,2
环境和景观,温度,0.635,比外面的温度要低一些,0.918206,0.0817938,0.818236,2
性价比,温度,0.69,比外面的温度要低一些,0.918206,0.0817937,0.818236,2
环境和景观,世界遗产,0.622,作为世界遗产,0.608351,0.391649,0.129668,2
文化和历史价值,历史,0.647,斑驳的墙壁仿佛向我们诉说600多年的历史,0.99917,0.000830398,0.998155,2
性价比,有用,0.653,希望对大家有用,0.49656,0.50344,0.931208,1
文化和历史价值,公园,0.555,现在这里就像公园,0.464763,0.535237,0.295265,1
文化和历史价值,商业,0.556,商业味太重,0.000578349,0.999422,0.998715,0
性价比,玩,0.633,自己玩不用请导游,0.86916,0.13084,0.709244,2
性价比,而成,0.617,神道上的神兽都是用一整块大石头雕刻而成,0.988566,0.0114336,0.974592,2
性价比,堪称,0.659,堪称鬼斧神工,0.977502,0.022498,0.950004,2
文化和历史价值,历史,0.647,这样历史的景点,0.949018,0.0509816,0.886707,2
性价比,游玩,0.614,游玩前一天要看天气预报,0.912672,0.0873276,0.805939,2
性价比,几分,0.633,很多宏伟的感觉就少了几分,0.633913,0.366087,0.186473,2
性价比,用大,0.645,外部用大条石建成,0.745694,0.254306,0.434876,2
文化和历史价值,历史,0.647,著名历史景点,0.993592,0.00640783,0.98576,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,玩,0.633,推荐大家去玩,0.999366,0.000634496,0.99859,2
文化和历史价值,历史,0.647,很有历史积淀,0.999839,0.00016095,0.999642,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
文化和历史价值,历史,0.647,历史和景色融汇,0.992507,0.00749254,0.98335,2
环境和景观,环境,0.621,环境很优美,0.998994,0.0010062,0.997764,2
性价比,价格,0.724,电瓶车价格有点高,0.000319852,0.99968,0.999289,0
文化和历史价值,历史,0.647,建议先学习点历史知识再去或者请个讲解员,0.933475,0.0665246,0.852168,2
性价比,量,0.588,知识量非常丰富,0.999757,0.000242543,0.999461,2
文化和历史价值,历史,0.647,触摸历史,0.999459,0.000541297,0.998797,2
设施和服务,服务态度,0.621,服务态度好,0.984013,0.0159866,0.964474,2
性价比,服务态度,0.573,服务态度好,0.984013,0.0159866,0.964474,2
设施和服务,设施,0.621,设施不是很完善,0.202597,0.797403,0.549784,0
文化和历史价值,历史,0.647,了解下历史还是可以的,0.992356,0.0076441,0.983013,2
环境和景观,文化底蕴,0.619,有文化底蕴,0.991837,0.00816264,0.981861,2
文化和历史价值,历史,0.647,有历史意义,0.998606,0.00139377,0.996903,2
性价比,游玩,0.614,节日日出来游玩就是人太多,0.996791,0.00320909,0.992869,2
性价比,玩,0.633,节日日出来游玩就是人太多,0.996791,0.00320909,0.992869,2
性价比,玩,0.633,我们带孩子来玩,0.996801,0.0031991,0.992891,2
环境和景观,人文,0.611,这种人文历史的地方最好听听讲解,0.997629,0.00237097,0.994731,2
文化和历史价值,历史,0.647,这种人文历史的地方最好听听讲解,0.997629,0.00237097,0.994731,2
环境和景观,古迹,0.61,有古迹也有小鹿li,0.993243,0.00675663,0.984985,2
文化和历史价值,历史,0.647,了解历史,0.999304,0.000695607,0.998454,2
文化和历史价值,历史,0.647,明孝陵是一个集历史,0.999513,0.000486524,0.998919,2
文化和历史价值,历史,0.647,还可以深入了解明朝的历史和文化,0.990954,0.00904633,0.979897,2
环境和景观,景观,0.615,游客不仅可以欣赏到古代皇家陵寝的壮丽景观,0.994595,0.00540459,0.98799,2
文化和历史价值,历史,0.647,明孝陵是一个集历史,0.999513,0.000486524,0.998919,2
文化和历史价值,历史,0.647,还可以深入了解明朝的历史和文化,0.990954,0.00904633,0.979897,2
性价比,感受,0.66,强烈推荐大家来明孝陵感受中华文明的博大精深,0.999979,2.09179e-05,0.999954,2
设施和服务,服务,0.622,碰到个导游直接购买讲解服务,0.475347,0.524653,0.506933,1
性价比,形式,0.664,明孝陵的意义更多在于开创了陵墓的新的形式,0.999965,3.54345e-05,0.999921,2
文化和历史价值,历史,0.647,这些景区喜欢历史尤其是近代史的朋友,0.996583,0.00341676,0.992407,2
文化和历史价值,历史,0.647,"很值得去一次的明孝陵
看了山河月明特地来打卡
朱重八和马皇后的陵寝
还有太子朱标的明东陵
600年历史的地方
宝顶处有明太祖的生平
下一步要去北京的明长陵
继续探索来自大明王朝的盛世江山",0.999979,2.09185e-05,0.999954,2
性价比,游玩,0.614,夏天来游玩适合来这里,0.997693,0.00230684,0.994874,2
性价比,感受,0.66,感受南朝古都的历史,0.999847,0.000153425,0.999659,2
文化和历史价值,历史,0.647,感受南朝古都的历史,0.999847,0.000153425,0.999659,2
设施和服务,服务,0.622,有不少的志愿者在景区内服务,0.92664,0.0733596,0.836979,2
设施和服务,设施,0.621,景区内的设施齐全,0.99712,0.00287987,0.9936,2
性价比,趣味性,0.726,趣味性很强,0.999166,0.000833855,0.998147,2
文化和历史价值,历史,0.647,历史渣渣都听懂了,0.805712,0.194288,0.568248,2
性价比,游玩,0.614,老人小孩游玩很好,0.999074,0.000926382,0.997941,2
文化和历史价值,历史,0.647,很棒哦历史古迹,0.999968,3.17467e-05,0.99993,2
环境和景观,古迹,0.61,很棒哦历史古迹,0.999968,3.17467e-05,0.99993,2
文化和历史价值,历史,0.647,比较有历史意义,0.995313,0.00468699,0.989584,2
设施和服务,平台,0.625,不过建议平台以后给我推荐学院派的私人讲解,0.906345,0.0936552,0.791877,2
文化和历史价值,历史,0.647,带娃看看历史,0.998219,0.00178077,0.996043,2
环境和景观,名胜古迹,0.614,南京名胜古迹,0.991346,0.00865443,0.980768,2
环境和景观,环境,0.621,环境优雅,0.998861,0.00113866,0.99747,2
性价比,评价,0.682,已做过评价,0.476109,0.523891,0.522187,1
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,达成,0.598,愿望达成,0.999491,0.000508937,0.998869,2
环境和景观,环境,0.621,里面环境很好,0.997472,0.00252837,0.994381,2
性价比,感受,0.66,秋天一定要来明孝陵感受秋季的多彩与丰富,0.999859,0.000141307,0.999686,2
性价比,玩,0.633,值得过来玩的景点,0.999674,0.000325608,0.999276,2
性价比,流量,0.573,景区可能想要缓解周末的高流量,0.947613,0.0523867,0.883585,2
文化和历史价值,历史,0.647,了解历史学习历史,0.999595,0.000405339,0.999099,2
文化和历史价值,历史,0.647,了解历史学习历史,0.999595,0.000405339,0.999099,2
性价比,便宜,0.689,好像能便宜一点,0.155213,0.844787,0.655083,0
性价比,知名度,0.75,知名度高,0.998296,0.00170381,0.996214,2
文化和历史价值,历史,0.647,个人认为自然风景更胜于历史,0.99189,0.00810979,0.981978,2
文化和历史价值,历史,0.647,历史沉重感配上灿烂的秋色更美,0.999915,8.54715e-05,0.99981,2
文化和历史价值,历史,0.647,个人认为自然风景更胜于历史,0.99189,0.00810979,0.981978,2
文化和历史价值,历史,0.647,历史沉重感配上灿烂的秋色更美,0.999915,8.54715e-05,0.99981,2
环境和景观,古迹,0.61,毕竟是600年以上的古迹,0.961048,0.0389516,0.913441,2
环境和景观,环境,0.621,环境绝对是风水宝地,0.998796,0.00120427,0.997324,2
文化和历史价值,历史,0.647,历史遗迹,0.994079,0.00592103,0.986842,2
性价比,价格,0.724,景点对于价格来说偏贵,0.796396,0.203604,0.547547,2
性价比,感受,0.66,感受了一把皇陵的雄伟气势,0.999914,8.60003e-05,0.999809,2
设施和服务,消费,0.62,额外消费很多,0.642476,0.357524,0.205501,2
文化和历史价值,历史,0.647,作为六朝古都的南京是历史人文底蕴非常的深厚,0.999827,0.000173248,0.999615,2
环境和景观,人文,0.611,作为六朝古都的南京是历史人文底蕴非常的深厚,0.999827,0.000173248,0.999615,2
环境和景观,布局合理,0.625,布局合理,0.992726,0.00727442,0.983835,2
性价比,优惠,0.682,景点门票再优惠些就更好了,0.788336,0.211664,0.529636,2
性价比,感受,0.66,感受历史的魅力,0.999868,0.000132065,0.999707,2
文化和历史价值,历史,0.647,感受历史的魅力,0.999868,0.000132065,0.999707,2
环境和景观,环境空气,0.631,环境空气都很好,0.998708,0.00129196,0.997129,2
性价比,套票,0.634,买的套票但是排队人实在是太多,0.984877,0.0151227,0.966394,2
性价比,套票,0.634,否则套票浪费了,0.827881,0.172119,0.617513,2
性价比,游玩,0.614,只游玩了明孝陵,0.991488,0.00851222,0.981084,2
性价比,免费,0.624,旅游区免费和收费班车都要排很久,0.846301,0.153699,0.658447,2
性价比,套票,0.634,买的套票但是排队人实在是太多,0.984877,0.0151227,0.966394,2
性价比,套票,0.634,否则套票浪费了,0.827881,0.172119,0.617513,2
性价比,免费,0.624,"世界文化遗产明孝陵和南京明文化的专题展馆
门票：免费
地址：南京市玄武区四方城1号
交通：钟山风景区观光环线到美龄宫站",0.997276,0.00272387,0.993947,2
设施和服务,服务,0.622,服务再细致人性化,0.982474,0.0175257,0.961054,2
性价比,不单单是,0.606,明孝陵不单单是一个陵墓,0.981654,0.0183465,0.95923,2
文化和历史价值,历史,0.647,体悟贤帝良妻的历史伟业,0.97523,0.0247697,0.944956,2
