字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,很有历史底蕴,0.99987,0.000129916,0.999711,2
性价比,接触,0.615,介绍片里苕叶一层层的上色和接触过的橡皮章套色类似哎,0.0661151,0.933885,0.853078,0
文化和历史价值,公园,0.555,于是直接从玄武湖公园坐地铁前往,0.97919,0.0208099,0.953756,2
性价比,纯度,0.729,纯度达到了99,0.998776,0.00122424,0.99728,2
文化和历史价值,文创,0.557,文创产品很多,0.890673,0.109327,0.75705,2
设施和服务,服务中心,0.632,进门左手边服务中心可以寄包,0.94439,0.0556099,0.876422,2
性价比,免费,0.624,一个免费一个需要支付一点,0.64812,0.35188,0.218045,2
性价比,有可能,0.618,有可能捡漏,0.0236043,0.976396,0.947546,0
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
性价比,感受,0.66,感受时空交叠”,0.984025,0.0159745,0.964501,2
性价比,馆用,0.592,数字馆用现代技术展现古代题材,0.962379,0.0376211,0.916398,2
性价比,技术,0.874,数字馆用现代技术展现古代题材,0.962379,0.0376211,0.916398,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718846,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718846,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718845,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
文化和历史价值,历史,0.647,带你穿越千年历史,0.999281,0.000718846,0.998403,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆5号厅,0.952497,0.0475028,0.894438,2
文化和历史价值,历史,0.647,历史馆2号厅,0.966282,0.0337179,0.925071,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆2号厅13,0.940349,0.0596507,0.867443,2
文化和历史价值,历史,0.647,历史馆3号厅,0.971907,0.0280935,0.93757,2
文化和历史价值,历史,0.647,历史馆7号厅,0.968692,0.031308,0.930427,2
设施和服务,服务,0.622,展览服务：,0.904047,0.0959526,0.786772,2
设施和服务,服务,0.622,每一小时会播报到服务台登记然后会有工作人员发耳机,0.146887,0.853113,0.673585,0
设施和服务,服务,0.622,服务台登记是压身份证的,0.332696,0.667304,0.260675,0
设施和服务,服务,0.622,到时自行去服务台退还耳机时候,0.10932,0.89068,0.757066,0
设施和服务,自助,0.635,很多自助租借的讲解,0.984048,0.0159519,0.964551,2
性价比,认同,0.639,我腿不认同,0.0127427,0.987257,0.971683,0
环境和景观,环境,0.621,环境也很好,0.999812,0.000187685,0.999583,2
文化和历史价值,历史,0.647,这样更好的了解这座博物院里记载的历史,0.996931,0.00306936,0.993179,2
性价比,游玩,0.614,游玩下来两个小时以上吧,0.868231,0.131769,0.70718,2
文化和历史价值,历史,0.647,历史馆门口总是排长龙,0.922729,0.0772709,0.828287,2
文化和历史价值,文创,0.557,文创店有些东西打半价,0.708957,0.291043,0.353238,2
性价比,半价,0.638,文创店有些东西打半价,0.708957,0.291043,0.353238,2
性价比,便宜,0.689,这个会便宜很多,0.905901,0.0940991,0.790891,2
性价比,免费,0.624,可以先到服务台排队免费的人工讲解,0.981762,0.0182381,0.959471,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,金缕玉衣第一次知道是在初中历史课本,0.986454,0.0135456,0.969899,2
文化和历史价值,初中历史,0.561,金缕玉衣第一次知道是在初中历史课本,0.986454,0.0135456,0.969899,2
性价比,程度,0.73,可见受欢迎程度,0.897667,0.102333,0.772594,2
文化和历史价值,历史,0.647,怪自己历史知识太匮乏,0.00833291,0.991667,0.981482,0
文化和历史价值,文创,0.557,南博的文创做的都好好看,0.999801,0.000198842,0.999558,2
设施和服务,咨询,0.632,我说刚刚咨询过志愿者说可以,0.95268,0.0473195,0.894845,2
设施和服务,服务态度,0.621,服务态度,0.107823,0.892177,0.760393,0
性价比,服务态度,0.573,服务态度,0.107823,0.892177,0.760393,0
设施和服务,服务,0.622,没有一点服务理念,0.0224906,0.977509,0.950021,0
设施和服务,服务,0.622,增加一下服务理念,0.633635,0.366365,0.185855,2
文化和历史价值,历史,0.647,还是代表中国？一个讲历史,0.00568697,0.994313,0.987362,0
设施和服务,服务,0.622,没有一点服务理念,0.0224906,0.977509,0.950021,0
设施和服务,服务,0.622,增加一下服务理念,0.633635,0.366365,0.185856,2
性价比,口碑,0.631,做一个有内涵有口碑的博物院,0.971461,0.0285386,0.936581,2
性价比,免费,0.624,本次特展都是免费的,0.998557,0.00144271,0.996794,2
性价比,免费,0.624,门票：免费需预约,0.98097,0.01903,0.957711,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆分上下两层,0.988571,0.0114286,0.974603,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆分上下两层,0.988571,0.0114286,0.974603,2
性价比,科技,0.863,：以科技和现场互动相结合的方式,0.998309,0.00169121,0.996242,2
文化和历史价值,文创,0.557,文创店里的产品也挺有意思,0.992895,0.00710466,0.984212,2
性价比,玩偶,0.617,比如那个猪形陶罐弄的小猪玩偶,0.698702,0.301298,0.330449,2
设施和服务,消费,0.62,还有些消费章也挺好看,0.994146,0.00585435,0.98699,2
文化和历史价值,历史,0.647,博物院分历史馆特展馆和艺术馆三个大馆,0.968982,0.0310179,0.931071,2
文化和历史价值,历史,0.647,看到了历史馆的镇馆之宝金缕玉衣,0.942352,0.0576475,0.871894,2
文化和历史价值,历史,0.647,博物院分历史馆特展馆和艺术馆三个大馆,0.968982,0.0310179,0.931071,2
文化和历史价值,历史,0.647,看到了历史馆的镇馆之宝金缕玉衣,0.942352,0.0576476,0.871894,2
文化和历史价值,历史,0.647,来南京怎么能不来南京博物院呢但是我是个半吊子历史不是很好过来只能感受一下氛围,0.874128,0.125872,0.720284,2
文化和历史价值,商业,0.556,里边基本都是商业,0.16499,0.83501,0.633355,0
设施和服务,消费,0.62,香氛喜欢的可以消费一下,0.995642,0.00435837,0.990315,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆有六个展厅,0.990769,0.00923054,0.979488,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆有六个展厅,0.990769,0.00923054,0.979488,2
设施和服务,汉服,0.638,路上还可以看到很多穿着汉服的小姐姐们,0.991992,0.00800755,0.982206,2
性价比,免费,0.624,免费需要提前预约,0.999559,0.000440618,0.999021,2
文化和历史价值,历史,0.647,可以先参观历史馆和民国馆,0.990542,0.00945775,0.978983,2
文化和历史价值,历史,0.647,涵盖了中国几千年的文化历史,0.998365,0.00163501,0.996367,2
文化和历史价值,历史,0.647,还可以了解到许多历史文化背后的故事,0.995349,0.00465085,0.989665,2
文化和历史价值,历史,0.647,还承载了中国几千年的文化遗产和历史记忆,0.999213,0.000787139,0.998251,2
文化和历史价值,历史,0.647,涵盖了中国几千年的文化历史,0.998365,0.001635,0.996367,2
文化和历史价值,历史,0.647,还可以了解到许多历史文化背后的故事,0.995349,0.00465085,0.989665,2
文化和历史价值,历史,0.647,还承载了中国几千年的文化遗产和历史记忆,0.999213,0.000787141,0.998251,2
性价比,感受到,0.6,从中感受到中国文化的博大精深,0.99977,0.000229819,0.999489,2
文化和历史价值,历史,0.647,涵盖了中国几千年的文化历史,0.998365,0.00163501,0.996367,2
文化和历史价值,历史,0.647,还可以了解到许多历史文化背后的故事,0.995349,0.00465085,0.989665,2
文化和历史价值,历史,0.647,还承载了中国几千年的文化遗产和历史记忆,0.999213,0.000787141,0.998251,2
性价比,玩,0.633,国庆节带着小朋友来这里玩,0.996552,0.00344842,0.992337,2
环境和景观,地标,0.618,三个展馆没有什么地标,0.4275,0.5725,0.0500009,0
文化和历史价值,历史,0.647,最核心的就是历史馆,0.996154,0.00384636,0.991453,2
文化和历史价值,历史,0.647,青瓷神兽尊都是在历史馆里,0.979118,0.0208817,0.953596,2
文化和历史价值,历史,0.647,最核心的就是历史馆,0.996154,0.00384636,0.991453,2
文化和历史价值,历史,0.647,青瓷神兽尊都是在历史馆里,0.979118,0.0208817,0.953596,2
性价比,玩,0.633,国庆之后的这个周末很适合去南京玩哦,0.999857,0.000142828,0.999683,2
环境和景观,温度,0.635,温度适宜,0.992397,0.00760283,0.983105,2
性价比,温度,0.69,温度适宜,0.992397,0.00760281,0.983105,2
文化和历史价值,文创,0.557,在文创店买了一本盖章本,0.905841,0.0941591,0.790757,2
性价比,综合性,0.645,现为大型综合性的国家级博物馆,0.956857,0.0431432,0.904126,2
文化和历史价值,历史,0.647,最好玩的是历史馆和特展馆,0.999452,0.000548414,0.998781,2
文化和历史价值,商业,0.556,商业,0.535027,0.464973,0.299461,1
文化和历史价值,文创,0.557,文创产品没有莫里斯冰箱贴,0.048849,0.951151,0.891447,0
文化和历史价值,文创,0.557,不过莫里斯其他文创,0.42864,0.57136,0.0474673,0
文化和历史价值,文创,0.557,而且苏天赐及陈之佛的文创产品只能在民国馆上面的那个店购买,0.0132098,0.98679,0.970645,0
