用户名,时间,内容,星级,是否有图片
福山建东,2023-01-15 发布点评,南京博物院收藏的文物非常的有价值和纪念意义！,1,是
猎豹8009,2023-01-11 发布点评,里面各种各样的古代文物很值得去看看，长点知识,1,是
ling旋,2022-11-19 发布点评,中国三大博物馆之一，简称南院或南博，需预约！,1,是
ROSE-VIOLET,2023-02-10 发布点评,非常不错的博物馆，时间许可的话，可以去参观,1,是
爱的宝宝啊,2023-02-01 发布点评,去南京的时候可以去这里打卡，博物院值得一去,1,是
Linkesunyan,2023-03-21 发布点评,中国著名的几个博物院之一，馆藏相当丰富。,1,是
ling旋,2023-02-01 发布点评,中国三大博物馆之一，馆藏丰富，值得一看！,1,是
M44****5845,2022-12-20 发布点评,真是一个好地方啊，我每周都来这里玩上一下,1,是
三月555,2022-12-12 发布点评,去一个城市首先得去它的博物馆了解它的历史,1,是
无言有语,2022-11-24 发布点评,全国前三，藏品丰富，与时俱进，不时有特展,1,是
李建男,2021-10-22 发布点评,不愧是省级的，去了才知道为什么叫博物院，而不是博物馆，真的想慢慢看的的话估计得1天。院内是分主馆-历史馆，有江苏省历史等等，副馆有民国馆，想当于购物街，我的天，我真的去了这么多博物馆(广州和北京的都是博物馆，不是院，其他城市就更少了)，第一次在博物馆还能看见购物街的，字画馆，雕刻馆，数字馆-这个馆我没看懂，非遗馆-能看到他们在画脸谱，品茶等等，我还买了胸针，才5块，我严重怀疑自己没逛完就走了，主要是走着走着就到了出口，懒的往回返，我时间太紧,1,是
胭脂2021,2021-08-01 发布点评,"南京博物院 是中国创建的最早的博物馆之一，它与北京故宫博物院、台北故宫博物院并称为中国三大博物馆。（南京博物馆是免费的，而后两个博物馆是收费）的） 南京博物院的前身是1933年由蔡元培倡建的国立中央博物院，发展至今，可谓历史悠久。
  南京博物院的大殿是仿辽代宫殿式建筑，博物院按“一院六馆”的独特布局，划分为：历史馆、艺术馆、民俗馆、数字馆、非遗馆、民国馆，馆藏文物有43万余件，其中有18件为镇馆之宝。中华民族五千年的文化，五千年的传承，在历史悠久的长河中留下了许多印记。可以说，博物馆象征着一个国家的文化。
     南京博物院用时间的足迹，陈列了南京从远古到现今的遗迹，这里的每一品种馆藏都自成历史系列，展现了金陵六朝古都往昔的风采……南京博物院里有太多值得用心去品味的物件，有太多需要去探索的历史…… 
“以史为鉴，可以知兴替”博物院里的每一件文物的生命轨迹都让人为之叹服！",1,是
136**110120,2021-06-01 发布点评,"截至2018年，南京博物院拥有各类藏品432768件（套），珍贵文物371032件（套），珍贵文物数量居中国第二，仅次于故宫博物院。

馆藏文物上至旧石器时代，下迄当代；既有全国性的，又有地域性的；既有宫廷传世品，又有考古发掘品，还有一部分来源于社会征集及捐赠，均为历朝历代的珍品佳作和备受国内外学术界瞩目的珍品。

青铜、玉石、陶瓷、金银器皿、竹木牙角、漆器、丝织刺绣、书画、印玺、碑刻造像等所有文物品类一应俱有，每一品种又自成历史系列，是数千年中华文明历史发展最为直接的见证。",1,是
l77****311,2021-05-18 发布点评,"??南京博物院，是中国三大博物馆之一，其前身是1933年蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆，是大型综合性的国家级博物馆、全国综合性历史艺术博物馆。

??敲黑板划重点：图4??，这只西汉时期的金兽是1982年正月初七，盱眙县马湖店村农民万以全挖水渠时发现，通高10.2厘米，身长16厘米，身宽17.8厘米，重达9100克，含金量达99%，空腹、厚壁，浇铸成形，是迄今我国出土文物中最大最重的金器，金属铸造和捶击工艺完美结合的真罕实物，被誉为”国之瑰宝”。",1,是
王志祥95356,2021-05-12 发布点评,来南京的第二天，不需要门票，提前一天预约了去南京博物院，中国三大博物馆之一。整个博物院面积很大，特别值得推荐的是历史博物馆，藏品都很珍贵，很有历史学术意义。推荐大家去好好，不过一定要记得提前一天预约哟。,1,是
红色利物浦1985,2021-02-02 发布点评,"南京博物院是中国内地第二大博物馆、中国三大博物馆之一，中国最早创建的博物馆，是大型综合性的国家级博物馆、全国综合性历史艺术博物馆、国家重点博物馆。南京博物院坐落于江苏省南京市玄武区紫金山南麓、中山门内北侧，占地13万余平方米。
民国，一个离我们并不遥远的时代，它用它独有的历史标志在中华几千年的历史中占据了重要的一席。印象中的民国是军阀割据，革命起义，护国战争，所有乱世的因素在民国时代都能找到，但是在南京博物院里的民国馆，好像民国就是那个时代的另一个世界，那里好像没有战乱的影子，而是琴棋书画和小小酒馆。南京博物院的民国馆并不是像一般展厅一样的大厅，而是街道一样的展区，或者说它就是一条人造街道，所有的东西都是民国元素，参观的人在里面也成了民国时期的人，置身其中满满的历史感让参观者仿佛穿越去了民国。",1,是
出差的打工人,2023-03-18 发布点评,"【景色】不错
【趣味】不错
【性价比】不错",1,是
侠半缘,2022-12-24 发布点评,太值得去了，免费，一场超级历史文化盛宴,1,是
夸美纽斯他哥,2022-12-17 发布点评,"【景色】好
【趣味】不错
【性价比】挺好的",1,是
三月555,2022-12-07 发布点评,到南京必须要去的一个地方，非常非常的好,1,是
莎莎妮妮妮,2022-12-04 发布点评,南京博物院，国家级别，有重量级的文物，,1,是
福山建东,2023-03-08 发布点评,中国江苏省省会南京市博物院挺不错的！,1,是
吉季,2023-02-09 发布点评,不错，值得去的地方，喜欢，下次再去。,1,是
yueer0510,2023-01-15 发布点评,江苏省省会城市，了解历史就要去博物院,1,是
M50****2235,2022-12-21 发布点评,非常不错的！！！！！！！！！！！赞。,1,是
Old 9,2022-11-11 发布点评,南京博物院，非常不错的地方，值得一去,1,是
ling旋,2023-03-28 发布点评,中国三大博物馆之一，馆藏文物丰富！,1,是
_777X,2023-02-12 发布点评,南京博物馆环境整体感觉还算可以的。,1,是
醉小慧1109,2022-12-31 发布点评,我觉得南京博物馆是最值得去的。。。,1,是
M24****1819,2022-12-04 发布点评,热门旅游目的地，可以去看一看玩一玩,1,是
卖酱油的小男孩,2022-11-29 发布点评,很值得一去，尤其是民国街，强烈推荐,1,是
George Huang1985,2022-11-28 发布点评,坐地铁比较方便，坐车的话门口比较堵,1,是
M67****98,2023-05-20 发布点评,服务很热情，张老师讲很多，很多跟南京有关的知识点，奇闻轶事，认真讲解，专门介绍了很多镇馆之宝,5,是
11Candy77,2023-04-30 发布点评,要公众号预约，人巨多。展品还不错。,1,是
M31****905,2023-05-21 发布点评,展品丰富，布局合理。讲解员陈琳很专业，服务很好，也很耐心，讲解很细致！,5,是
Scorpio1120,2023-05-21 发布点评,这次旅程收获到了很多历史知识，谈老师讲解很透彻，人也好帅，非常好,5,是
老外6,2023-08-24 发布点评,馆藏丰富，建筑很有特点，就是门票太难约了。,1,是
M40****589,2023-05-21 发布点评,小谭哥哥讲解非常到位，细心有条理，会照顾各位团友，非常推荐！,5,是
AGfzd,2023-05-21 发布点评,非常开心而有意义的一次旅行，感谢老师的精心讲解！！受益匪浅,5,是
_WeCh****55408,2023-05-20 发布点评,讲解的张老师讲的特别好，学到了很多历史，又丰富了知识储备。,5,是
爱吃芒果的大白,2023-08-17 发布点评,要说一票难求的南京博物院，整个暑期肯定是最难约的吧。,1,是
M52****4932,2023-08-18 发布点评,南京博物院到底几点放票，一个多月了也没预约上??,1,是
黎荷,2022-11-25 发布点评,印象深刻的场馆，展品丰富，留连忘返,1,是
travelling,2022-11-18 发布点评,南京博物馆不错，长知识，值得推荐。,1,是
ling旋,2022-11-04 发布点评,馆藏文物丰富，中国三大博物馆之一！,1,是
春心舞,2023-03-15 发布点评,美丽的藏品，精妙无双，国之重宝。,1,是
侠半缘,2023-02-23 发布点评,太值得去了，免费，内容极为丰富。,1,是
侠半缘,2022-12-28 发布点评,踏进南京博物院，就像走进了历史。,1,是
书上的树,2022-11-24 发布点评,很有历史意义，一定要去学习一下。,1,是
300****126,2022-11-11 发布点评,南京博物院的展品展示着南京的历史,1,是
吴立珍,2022-05-01 发布点评,南京博物院是中国三大博物馆之一，也是中国最早创建的博物馆之一，由历史馆、艺术馆、特展馆、数字馆、民国馆和非遗馆组成。博物馆实行的免票形式，持有效证件登记领票就可以入内参观。,1,是
姜如意,2020-12-18 发布点评,南京博物院 江苏省在我国历史文化悠久，也留下了很多珍贵的文物，现在的南京博物院珍藏着很多东西，其中不乏一级文物，是我国十大博物院之一，博物馆还有智能语音功能，大家可以通过微信扫码，听听有关讲解。,1,是
zq****118,2023-04-21 发布点评,南京博物院珍藏很多有价值的东西,1,是
Rosemond_is_here,2023-01-24 发布点评,很有文化底蕴，可以走走逛逛。。,1,是
haohaoxiansheng2023,2022-12-16 发布点评,"【景色】
【趣味】
【性价比】??",1,是
Rosemond_is_here,2022-12-06 发布点评,博物馆设计还是蛮好的，人也不多,1,是
M37****125,2022-12-05 发布点评,古都新貌，历史厚积，经济强劲！,1,是
天才叉烧包,2022-11-06 发布点评,不错不错很好玩下次还会再来的。,1,是
George Huang1985,2022-10-31 发布点评,里面东西很多，仔细逛要一整天的,1,是
爱情海0708,2022-08-21 发布点评,上下五千年，人类的智慧让人感叹,5,是
GF空间憶,2022-01-10 发布点评,好????????????????????????????????????????????????????????????????,1,是
小仙女和平凡的美女友,2021-11-01 发布点评,美丽的地方，让人流连忘返，！！,1,是
E48****12,2023-09-07 发布点评,南京博物院是我国第一座由国家投资兴建的大型综合类博物馆。南博馆藏四十余万件，有历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆，“一院六馆”。珍贵文物数量居全国第二，仅次于故宫博物院，非常值得看。,1,是
M51****6909,2023-07-07 发布点评,王超老师讲解幽默风趣，带领我们领略南京博物馆的各种文物，收获颇多，下次还来。,1,是
小婕S,2023-09-14 发布点评,隔段时间就想到博物馆参观一下，说不出原因，也许是想感受那意境吧，最好是错开寒暑假，不能跟孩子们抢，他们是祖国的花朵更需要那里的氛围熏陶！,1,是
快乐的小飞哥啊,2023-03-16 发布点评,南京博物院位于江苏省南京市玄武区中山东路321号，是中国三大博物馆之一。其前身是民国二十二年（1933年）蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、第一座由国家投资兴建的大型宗合类博物馆。,1,是
M61****414,2023-05-21 发布点评,谭导很专业，也很有耐心的给我们讲解，非常满意，十分感谢让我们学到了很多知识,5,是
吾多多,2023-07-23 发布点评,"【景色】景色非常不错。
【趣味】藏品丰富，周边环境很好。需要预约。
【性价比】值得一去值得一去。自备相机??哦??",1,是
随遇而安 一切随缘,2023-06-22 发布点评,南京博物院坐落于南京市紫金山南麓、中山门内北侧，玄武区中山东路321号，南京博物院占地13万余平方米，是中国三大博物馆之一，简称南院或南博，其前身是民国二十二年（1933年）蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆。被评为全国爱国主义教育示范基地、国家一级博物馆、首批中央地方共建国家级博物馆、国家AAAA级旅游景区、全国重点文物保护单位和中国20世纪建筑遗产。,1,是
110****196,2023-05-13 发布点评,蔡导非常专业，走到哪讲到哪，有问必答，基本上每个藏品都能说出个所以来，声音洪亮有热情，我们此趟受益匪浅，不虚此行，非常满意。对了，还帮我们预约了门票，不用自己预约，非常方便。,5,是
nomouse,2023-08-01 发布点评,应该是江苏博物馆，更多的是江苏省的历史，暑假都是小朋友和学生，接受历史教育和文化教育的基地。,1,是
??普拉斯,2023-07-07 发布点评,南京博物院位于江苏省南京市玄武区，是中国三大博物馆之一。其前身是1933年蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆。,1,是
M24****281,2023-01-13 发布点评,值得去看看 能学到不少知识 挺好,1,是
散香MKII,2021-04-06 发布点评,人气火爆，预约不到上午只能约下午，11点进场早一分钟也不行，没有看到上次看的金狮子，场馆也太多，一次真的看不完，江南地域富庶，文人墨客众多，需要仔细品味，可惜真没空??,1,是
不羁的大叔112,2022-01-20 发布点评,南京博物院是国民党时代的国立中央博物院……现在馆内收藏的文物和史料在全国都位列前三。是研究中国历史的好地方,1,是
T00825128,2021-10-26 发布点评,"10/26/2021，第二次来南京博物院了，这里藏品丰富，上至旧石器时代，下迄当代，既有全国性的，又有江苏地域性的，适合博物馆控。

有很多关于缂丝的传承，还有现代缂丝的精品，非常精美细腻。",1,是
133****3865,2023-04-07 发布点评,导游很有耐心，我家孩子腿摔了，坐着轮椅，导游都会蹲下对孩子详细讲解，很暖心。孩子学习到的知识很全面。,5,是
chriszzzzz,2023-01-28 发布点评,导游非常风趣，知识面很丰富，小盆友很喜欢,5,是
敏敏一帆,2023-01-26 发布点评,深情并茂，讲足三小时,5,是
M61****1078,2023-09-26 发布点评,能不能直接收费啊，携程免费比收费贵多了。是不是变相收费啊,1,是
M52****1928,2023-04-19 发布点评,蔡老师帅气幽默风趣，是很负责的老师，学识渊博，讲解独到，实在是一趟非常美好的旅途，期待下次相遇！,5,是
晚霞风车,2020-12-18 发布点评,南京博物院是中国四大博物院之一，中国最早创建的博物馆，占地13万余平方米，由“一院六馆”的布局组成，包括了：历史馆、艺术馆、特展馆、数字馆、民国馆和非遗馆。,1,是
SUNNRY,2022-10-11 发布点评,个人感觉这里带孩子来非常有意义，可以让孩子了解到更多的历史知识和故事，很多源于历史的典故出处,1,是
老鼠m,2023-03-09 发布点评,终于买上这个看中已久的镇纸了，非常有分量，做工考究,5,是
M31****5515,2022-01-19 发布点评,南京博物院是中国三大博物院之一。其前身是蔡元培等人创建的中央博物院。南博里面的文物馆藏非常丰富，进去一天看不够,1,是
TH螺螺,2022-10-04 发布点评,4A景区，大漂亮了，一院六馆”格局，有历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆，来这里让自己的知识变得丰富，特别有意义。,1,是
黄??大小姐,2020-11-05 发布点评,南京必去景点之一，需要提前微信预约，免门票，地方很大的。分各个展馆，历史馆，民国馆，自然科学，书画等等。内容丰富，一天看不完。,1,是
xania,2023-02-08 发布点评,作为国家级博物馆，在各大博物馆里也是排得上号的，但是展品和陈列属实有点对不起这名气啊,1,是
beauful,2023-03-18 发布点评,今天天气不错预约了二点半，在门口排了十来分钟的队进去，民国馆很有味道，数字馆有趣,1,是
戴英姿,2022-10-21 发布点评,南京博物院占地13万余平方米，为“一院六馆”格局，即历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆。另全院设“六所”的研究部门，即考古研究所、文物保护研究所、古代建筑研究所、陈列艺术研究所、非遗保护研究、古代艺术研究所，并设有中国博物馆中唯一的民族民俗学研究机构[2]，其中文物保护研究所被称为“文物三甲医院”，是中国纸质文物保护国家文物局重点科研基地…,1,是
爱HY宝宝,2021-10-29 发布点评,五一去的南京博物院，那天下大雨也没有影响我们游玩的心情，楼上的文化展品很不错，更不错的是地下的民国风俗街，如果更大点，再加上一些表演就更好了,1,是
fcy911,2020-07-04 发布点评,南京博物院（注意不是南京博物馆，南京博物馆在朝天宫那里）是中国三大博物院这一，这里是2013年再次重修后再次开放。这里是免费开放的。进入大门后，就是一个很大的广场，一直往里走，是主展馆，旁边还有常来的特展馆。南京博物院的藏品是非常丰富的，几乎每次来都有新收获。有的时候，还有别的博物院来巡展时，也可以过来看看，很有收益。,1,是
M34****8769,2019-08-12 发布点评,在其中逛逛对于一个学生来说真是收获颇多（虽然可能看得有点仓促有时记不到什么hhhh)，而且这里真是古色古香的美丽南京的很nice的体现~进去只需要在微信里预约即可，不需要钱的，只不过人有点太多了……（）但速度也蛮快的，我一家人去一会就进去了，里面很棒哦，对于喜爱美术和历史的童鞋真的炒鸡友好！强烈推荐民国馆（因为里面有很多好吃的和好看的卖，萌妹子们可不要一下子控制不住自己了哦~）图片可能不太能体现那种震撼，希望大家能亲自去看看！(?`???&amp;#180;?),0,是
tianert,2015-11-27 发布点评,非常值得一看的博物馆，首先古式的建筑就很雄伟壮观。馆内藏品从古至今，远到石器时代的石器，而后陶器，青铜器，至玉器，瓷器，书画作品，绣品等，贯穿整个人类历史。值得一提的是，可以借用电子讲解设备，戴着耳机，每到一处，便有该处的内容讲解，避免了人为讲解的拥挤嘈杂，还展馆一个宁静空间，又不会漫无目的不明所以。更加值得推荐的是，这里是免费的，只要拿身份证去取个号就可以参观了。稍稍欠缺的是，馆区内餐饮少了些，不过出了馆区大门，马路对面就有一排餐饮店铺，可以出来用完餐再回去。,1,是
micqq,2015-11-24 发布点评,"南京博物院不愧号称全国第二大博物馆。藏品丰富，涉及范围广。表面看有几座建筑场馆，但六大观在内部互相贯通，设计合理。民国馆设计巧妙，很有民国feel；数字观入口和海洋馆有一拼。
人少时，值得静下心细细观赏，但走完全场确实需要好脚力。",1,是
年轻-走-,2015-10-21 发布点评,虽然本人对于博物院不是太感冒，但南京博物院却给了我一种有别于其它博物院的新鲜感。虽然是免费的景点，但南京博物院的性价比却远超想象，不枉花上三四个小时来细细体验。乘坐地铁2号线来到明故宫站，出站后步行十分钟便可到达博物院。但要注意的是，博物院周一下午闭馆。到达博物院后，首先是排队取票，取票是在取票机上刷身份证，只有取票后才可参观，如果随身东西较多可在取票大厅左侧将东西先寄存，进各个馆前会进行安检。博物院中未发现明令禁止拍照等字眼或宣传牌，大家可放心拍照，但文物等还请别伸手去触摸。博物院分为六个展览馆，各个展馆风格不一，内容可分为科技，人文，艺术，历史几大类。其中民国馆的名气比较大，为一条民国街，还原了民国建筑，民国馆也由此成为一个自拍取景必去之地！一句话总结：南京行，博物院应该是你的行程之中不可少的一部分！,1,是
viv****78,2022-08-20 发布点评,西安听鉴国际旅行社有限公司马老师的讲解南京博物院用时间轴把文物串联起来，让我们看到文物背后的故事并生动有趣。五星好评！,1,是
背包客888999,2022-08-06 发布点评,全部给了5分。很纠结……不知道如何写这个评价。讲解员不是景区里面，景区内无讲解员。旅行社委派的导游，辛苦带了我们2个小时。希望下次可以讲解更加有吸引力，虽然不是景区导游，也希望有旅行社统一导游着装。,5,是
beatnikcn,2022-06-20 发布点评,中國最強大的博物院之一，學習中華文化的好去處，非常值得年輕人通過南京博物院，來了解我們歷史的燦爛！,1,是
882guoguo,2021-05-11 发布点评,南京博物院应该在国内属于第二档次的博物馆了，肯定不如故宫博物院和陕西历史博物馆。规模还是挺大的，馆藏文物也不少，尤其是书画比较出彩，但是民国的东西似乎少了些。,1,是
M31****5515,2022-01-15 发布点评,南京博物院收藏了许多珍贵的文物史料。整个博物院建筑精美，宏大，非常值得一看。它对公众也是免费开放,1,是
y900,2023-01-19 发布点评,"全程无尿点，李导高热讲解专业精彩至极
唯一遗憾是来得晚了些，南博体量委实太大",5,是
tansuilan,2023-01-13 发布点评,博物院是不用收费的，这个手机讲解太旧了，没有当年各个展馆的介绍，非常不值。,5,是
LinSimon,2022-09-27 发布点评,张军老师知识渊博，不仅仅分享文物的故事，更多的是背后的历史人文。太值得了！,5,是
M30****9681,2023-01-25 发布点评,李导，态度和蔼，讲解风趣幽默，引人入胜。下次有机会，希望李导能一起遨游！,5,是
最爱的爸比11,2022-01-16 发布点评,南京博物院收集的文物史料规模宏大，是研究中国历史的好地方……南京博物院建筑精美，令人流连忘返,1,是
D02****15,2023-04-18 发布点评,讲解员是位随和有趣的姐姐，很好的一次体验，让原本沉闷的博物馆生动起来！,5,是
_WeCh****838023,2023-03-30 发布点评,超值服务，讲的很仔细，专业知识丰富，不按套路出牌，辐射出很多历史知识。,5,是
tansuilan,2023-01-13 发布点评,博物馆可以走一天很值得去，不收费的，买这个讲解非常不值，内容少又过时。,5,是
奔跑的火柴96,2023-02-07 发布点评,南京博物馆是让我这次旅途值得刺激难忘的时光啊还有我也感到美好的回忆呀,1,是
泡馍,2022-12-25 发布点评,"【景色】景色非常漂亮不错不错
【性价比】性价比很高很高
【趣味】趣味性好",1,是
大大@叔叔,2022-10-19 发布点评,南京博物院是中国三大博物馆之一，一院六馆珍藏的每一件文物都是吴韵汉风的璀璨结晶，还经常会举办和引进各种特展！,1,是
缺牙小子,2022-08-15 发布点评,感谢导游程路全程耐心细致的服务，让孩子们第一次静下来仔细认真听完全程2个多小时的讲解，并从中学到了文学历史知识。程璐用自己丰富知识，有趣的讲解，敬业的态度让我们全家不虚此行，再次表示感谢！,5,是
_WB1****069,2023-04-19 发布点评,很满意讲解员详细细致的讲解,5,是
奔跑的火柴96,2023-03-14 发布点评,南京博物院是让我这次旅途值刺激难忘的青春啊还有我也感到美好的回忆呀,1,是
136****8829,2023-01-20 发布点评,傅老师 耐心热情、有历史文化素养，多提问，互动性强。亲切热心，推荐！,5,是
d08****35,2021-11-02 发布点评,通过预约，门票免费。由建筑大师贝贝聿铭先生的作品。风格日式与苏州园林 的结合。博物馆藏品丰富，可游览一天。,1,是
0182488306123,2015-10-26 发布点评,没费的，不用买门票，刷身份证取票进去，刷身份证的机子就在入口边上，节假日去游玩的话，最好在网站上预约。特别值得一提的是关注微信，可以在微信上点播，听介绍。，这点比台北博物馆赞噢,1,是
闲步信走,2023-02-19 发布点评,讲解员相容不错，守时，服务周到，知识渊博，口齿清楚，有问必答，,5,是
M42****451,2023-01-27 发布点评,李老师的讲解纤细耐心，非常非常喜欢这种负责专业的讲解老师！推荐,5,是
sodaxv,2021-05-12 发布点评,南京博物院，一定要去看！六朝古都的博物馆真的有很多宝藏，免费参观，历史感满满。建议进去之后租借讲解机器，讲解会按照路线自动播放对应的展品讲解，体验非常好！记得要提前在公众号预约参观。,1,是
一叶落而天下知秋,2021-05-19 发布点评,南京博物院规模宏大，藏品丰富，是一个带孩子感受中华文明的好地方。孩子最感兴趣的是民国馆，大部分时间都拉着我泡在民国馆，这导致我错过了珍宝馆。没能看到《国家宝藏》里的大报恩寺琉璃塔拱门，是我此行最大的遗憾。,1,是
影～～～,2021-01-01 发布点评,中国三大博物院之一，藏品丰富，各年代藏品均有展出。还有数字展馆，民国馆紧跟时代潮流，富有趣味性，互动性，也是网红打卡地。,1,是
M23****55,2023-02-16 发布点评,李导专业耐心，讲解精彩，无可挑剔！！！一次愉快的博物馆之旅,5,是
伊恩007,2022-05-10 发布点评,非常不错的！！！！！！！！！！！！赞！！！！！！！！！！！,1,是
Jessigz,2021-01-05 发布点评,特别挑选下雪的日子过来，大地白茫茫一片，游客很多都在赏雪。共有4层，顶层是餐厅。有各个独立展馆，个人比较喜欢陶瓷的。当然还有它的镇馆之宝。,1,是
135****5389,2023-04-14 发布点评,蔡导饿着肚子给我们讲了2个小时，讲解非常好??体验不错,5,是
M60****755,2023-01-24 发布点评,李老师历史知识渊博，对展品讲解得仔细而深入。感谢??！,5,是
苏  sir,2023-01-18 发布点评,非常值得一看,5,是
M24****1269,2023-03-19 发布点评,李绒导游的讲解很清晰，队整个流程的把握也很好??。,5,是
吾多多,2022-10-05 发布点评,"【景色】周边景色非常不错。
【趣味】了解南京历史，人文地理科学。
【性价比】值得一去值得一去。",1,是
??园??,2023-04-19 发布点评,今天学习很多，超赞，推荐！蔡导很专业，学识渊博！,5,是
M32****9247,2023-04-20 发布点评,纪导讲的非常有趣，也很认真，是一次很满意的体验,5,是
M14****528,2023-04-15 发布点评,讲解小姐姐很用心也很辛苦，感谢一路的解说与照顾,5,是
186****1298,2023-02-10 发布点评,李导专业细心，讲解生动有趣，丰富多彩，强烈推荐,5,是
M33****478,2023-01-27 发布点评,李导讲解风趣幽默，希望下次有机会再次听李导讲解,5,是
吾多多,2022-09-30 发布点评,"【景色】景色非常不错。
【趣味】人文地理科学技术都可以领略。
【性价比】值得一去值得一去。",1,是
看海的男孩1314,2023-04-14 发布点评,李导风趣幽默，讲解认真，一次完美的博物院体验,5,是
d08****35,2022-02-05 发布点评,"【景色】不错独特
【趣味】民国馆比较好玩
【性价比】很高 可以玩一整天",1,是
M30****6764,2023-04-13 发布点评,讲解员专业素养高，讲解生动形象，十分热情。,5,是
M17****491,2023-03-29 发布点评,感谢李导全场的陪同，讲解的特别详细，特别好,5,是
beauful,2023-03-11 发布点评,要提前预约，里面??4个馆，民国馆很有特色,1,是
135****0416,2023-02-10 发布点评,南京博物院盛名在外，院内藏品非常有观赏价值,1,是
微微??,2023-01-30 发布点评,最喜欢博物馆了。南京南京啊特别的有兴趣啊。,1,是
