用户名,时间,内容,星级,是否有图片
麗麗楊·寅,2023-06-24 发布点评,600多年的历史，是一个励志的故事。孩子喜欢朱元璋，一直念叨点名义上去！很大很震撼，建议带点吃的，最好是早上去。否则下午岀来没有车,5,是
M52****1478,2023-09-08 发布点评,景色不错，景区很大，环境很好，十分值得全家一起去,1,是
喆亨商贸,2023-09-04 发布点评,朱太祖的墓地很有气魄，只是发**财的方式令人不耻,5,是
朱振华Brett,2023-09-11 发布点评,陵区内导览车能否再多分点段，把单人费用降下来点,5,是
楼大屁,2023-09-08 发布点评,前台薇薇和大纯服务贴心，酒店出行方便，下次还来,5,是
tw猫鱼,2023-07-02 发布点评,明孝陵很值得一去，是太祖朱元璋和皇后合葬的陵寝，被称为明清皇家第一陵。浓厚的历史气息，古色古香的历史建筑，见证着南京的历史变迁,5,是
_M13****7489,2023-08-27 发布点评,孩子很喜欢，一大早去喂的，后来还买了很多包。,5,是
匿名用户,2023-08-06 发布点评,主要领孩子感受一下历史文化，南京8月份太热了,5,是
lic****253,2023-07-31 发布点评,景区很大。明孝陵博物馆不在景区内，周一闭馆。,5,是
言尔有信,2023-06-20 发布点评,"【景色】优美，空气清新
【趣味】很强，历史遗迹
【性价比】很高，感受历史，南京必到之景点",1,是
NoelGray,2023-06-09 发布点评,好的很啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5,是
天长小市民,2023-09-16 发布点评,买的两日票，但是大半天就走马观花玩全了。景区太大，有点费腿。坐了两次摩的，风吹的真舒服。大家可以租电瓶车在梧桐大道上慢逛,5,是
匿名用户,2023-08-11 发布点评,地铁到5号门的步道走走很惬意，值得一去。,5,是
xindie,2023-08-09 发布点评,很不错，园区很大，走累了就做园区车出去了,5,是
show****979,2023-07-23 发布点评,门票不便宜，景点只能说一般般，路比较长，如果是带孩子建议坐景区电车，否则，孩子根本走不动。不过，景区电车10元单程或30元不限次数的基本上要排队排好长时间，30元单程（说是带讲解）比较快，当然，性价比就很差，所以，这个景点是比较鸡肋的。另外，售票处小卖部的东西尽量不买，宰你没商量，哪怕景区里面的东西都比门口小卖部的便宜。,5,是
SONG-J-Z,2023-07-23 发布点评,。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,5,是
131****6460,2023-07-17 发布点评,明孝陵占地广阔，建筑气势宏伟，是中国古代建筑艺术的杰作之一。在这里欣赏到古代建筑的精湛工艺和独特风格。除了建筑，明孝陵周围的自然景观也十分美丽。陵园内有湖泊、山岳和花草树木，形成了一幅宜人的风景画。可以在这里漫步游览，感受大自然的宁静与美丽。就是去的时候正值夏日，没有太多遮阳的地方，太热了要注意防晒。,5,是
_WeCh****717626,2023-07-10 发布点评,非常好，服务态度很好，里面也很美，不枉费我远远的来到南京来玩，很喜欢，下次会继续来的，并且，这里的风景很美，我会再开的。,5,是
M93****59,2023-06-25 发布点评,70元的门票让人吐槽，里面没有多少值得观赏的。就是树木多，里面挺大，走的会比较累，坐观光车每人30元，孩子想看鹿，需要花30元买一小把干草才可以进去。总之值得看的东西不多，不知收这么贵门票干嘛的，走了神像道，其实从五号门外面也是可以看到的，拍照拉近也是可以的，古迹不太多，个人感觉一般，想去的自行斟酌！,5,是
_WeCh****41666,2023-05-19 发布点评,景区风景不错，环境优美，古迹保护的很好,5,是
小美鱼520,2023-08-28 发布点评,确实很震撼，很不错哦，周末人也超级多,5,是
淘气豪猪猪??????,2023-08-24 发布点评,还不错哦，简单方便，就是夏天去太热啦,5,是
M40****5908,2023-08-24 发布点评,总体还是挺不错的。毕竟开国皇帝的陵墓,5,是
M57****0722,2023-09-19 发布点评,棒????棒????????棒棒糖,5,是
旺旺尣,2023-08-21 发布点评,很不错，很方便，刷二维码直接入园。,5,是
_WeCh****198792,2023-08-08 发布点评,山清水秀，鸟语花香的美妙地方很可以,1,是
竹岚箫升,2023-08-15 发布点评,如果人少点，清清静静的，就最美了,5,是
135****8299,2023-08-01 发布点评,园内电瓶车太贵，30元就几分钟路,5,是
骑兵先锋使,2023-09-13 发布点评,点个赞再说吧，很不错的地方的啊,1,是
匿名用户,2023-08-27 发布点评,特地找了当地讲解，体验感很好。,5,是
海神名若,2023-08-13 发布点评,导游很认真负责，也很幽默风趣！,5,是
M16****536,2023-08-05 发布点评,学习先生的革命精神！天下为公！,5,是
_CFT****353,2023-09-19 发布点评,伟大的工程。不适合带孩子去。,5,是
匿名用户,2023-08-18 发布点评,还行，需要导游一起才看得明白,5,是
M24****7203,2023-08-11 发布点评,景区内电动车拉客现象太煞风景,5,是
bluespan,2023-07-22 发布点评,记得以前石象路不在景区里面的,5,是
M15****484,2023-09-04 发布点评,喜欢明代历史的可以进去看看,5,是
M22****7599,2023-08-18 发布点评,景色不错！值得一去的地方！,5,是
匿名用户,2023-08-18 发布点评,环境不错，就是人太多，太挤,5,是
qca****489,2023-08-13 发布点评,小朋友和老人的票，省了一点,5,是
z. x,2023-08-07 发布点评,环境优美，值得一去的地方。,5,是
M56****3228,2023-08-02 发布点评,负氧离子很多，适合领孩子来,5,是
amyni_1980,2023-07-30 发布点评,超耐心仔细的讲解.）很棒！,5,是
轩辕居主人,2023-07-30 发布点评,非常满意，孩子学到不少东西,5,是
晚韶,2023-07-29 发布点评,景色宜人，讲解详细，专业。,5,是
kele07151124,2023-07-27 发布点评,景区非常棒，就是天气太热了,5,是
M49****1370,2023-07-08 发布点评,走的快，能把重要的景点玩完,5,是
U44658****195514,2023-06-17 发布点评,遇到一个直播的导游，感觉很有意思～有了很长的路，听了很多有趣的故事，值得去这是一个很值得去看的地方。旁边的景区也很近，景区间的游览车让我觉得很棒！,5,是
_WeCh****115752,2023-08-12 发布点评,今天的天气不错，风很温柔,5,是
lx0905,2023-08-05 发布点评,推荐吧，给家人买的我没去,5,是
M47****7618,2023-06-29 发布点评,600多年明朝的历史，供后人游览旅游的景点。,1,是
gystl,2023-06-17 发布点评,环境优美装潢讲究气势恢宏人气挺高值得带着孩子来逛逛不错哦⊙?⊙！,1,是
一两风填我八千梦,2023-05-04 发布点评,值得推荐，整体风景也不错，就是五一节假日人太多了，平时去应该会好很多，南京的文化底蕴确实深厚，值得游玩。,5,是
GD.C,2023-05-04 发布点评,全程步行游览3小时左右。,5,是
飞天小猪^_^,2023-09-17 发布点评,文化底蕴深厚，环境不错,5,是
riding club,2023-09-15 发布点评,和同门一起去拍了红枫！,5,是
320****054,2023-09-04 发布点评,景区环境很好，值得一去,5,是
m78****97,2023-08-19 发布点评,服务态度很好，干净卫生,5,是
M55****8202,2023-08-07 发布点评,很不错，导游讲解很不错,5,是
阿呆的马甲线少女,2023-08-02 发布点评,游玩很开心，景色很美。,5,是
三秦，,2023-08-01 发布点评,好的，下次来南京还会去,5,是
M29****0589,2023-07-31 发布点评,总体来说不错，车有点少,5,是
匿名用户,2023-09-16 发布点评,非常不错的旅游景点。,5,是
M51****1466,2023-09-08 发布点评,来南京一定要去明孝陵,5,是
流浪的摩羯座,2023-08-30 发布点评,挺好的已经去了很多次,5,是
匿名用户,2023-08-28 发布点评,景色还不错，风水宝地,5,是
_WeCh****889805,2023-08-26 发布点评,还行吧，要慢慢走着看,5,是
匿名用户,2023-08-18 发布点评,还行吧，必须需要导游,5,是
M22****7599,2023-08-18 发布点评,景色不错！值得一去！,5,是
曼曼酋长,2023-08-17 发布点评,很有感觉的地方，很美,5,是
M14****498,2023-08-17 发布点评,挺好的，石像道好看。,5,是
M45****919,2023-08-10 发布点评,天太热了，真的很费腿,5,是
66****871,2023-07-29 发布点评,非常不错的，宏伟不错,5,是
fcy911,2022-01-17 发布点评,"钟山风景区的诸多景点中，来的最多就是明孝陵了，孝陵的许多景致都十分熟悉，也会挑选好日子过来，在一年中最好的日子来打卡。
中国明清皇陵之首——明孝陵始建于明洪武十四年，直至永乐三年才建成，秉承了天人合一的理念，将中国历代传承下来建筑艺术与环境美学较好的融合于一体。明孝陵也直接影响明清两代五百余年20多座帝王陵寝的形制。
每逢深秋，孝陵秋色吸引了许多游客前来打卡。尤其是石像路是谋杀菲林的好地方，600余年的石像在金黄的银杏、炫目的红叶衬托下，醉人的美丽。",1,是
匿名用户,2023-09-15 发布点评,风景很好，鹿很可爱,5,是
M24****0961,2023-09-12 发布点评,了解历史，增长见识,5,是
M52****3956,2023-09-09 发布点评,荣华富贵如过眼云烟,5,是
320****054,2023-09-04 发布点评,景区环境好，值得去,5,是
匿名用户,2023-09-03 发布点评,以史为鉴，警醒世人,5,是
小美鱼520,2023-08-28 发布点评,非常棒，值得推荐。,5,是
匿名用户,2023-08-26 发布点评,总体来说还是可以的,5,是
M46****5919,2023-08-17 发布点评,好得狠阿 好得狠啊！,5,是
匿名用户,2023-08-17 发布点评,刷身份证进，方便。,5,是
匿名用户,2023-08-15 发布点评,黄金周期间出票及时,5,是
202****813,2023-08-13 发布点评,还不错，挺方便的。,5,是
_WeCh****768110,2023-08-12 发布点评,还可以，凑合，联票,5,是
E12****27,2023-08-08 发布点评,总体来说还是不错的,5,是
M10****546,2023-08-06 发布点评,一大早去的，不太忙,5,是
135****8299,2023-08-01 发布点评,没有请谅解，看不懂,5,是
139****7719,2023-07-29 发布点评,景区很大，非常值得,5,是
????*?((???))?*,2023-07-29 发布点评,很方便，扫一下就行,5,是
Gavinlin7,2023-07-14 发布点评,还行吧景色很不错。,5,是
233****302,2023-06-06 发布点评,整体不错，穿过神道，大约走20分钟可到景点，虽说不上壮观，但也别有一番味道。比较坑的是最后关楼里的VR陵寝，不是很推荐，好奇宝宝们可以尝试,5,是
无奈的人1857,2023-05-05 发布点评,值得去看看，历史的明孝陵，据说明朝皇帝的陵墓，真的挺壮观的,1,是
瓦尔德堡罗伦,2023-09-17 发布点评,价格合理值得一游,5,是
M98****71,2023-09-11 发布点评,很方便，风景优美,5,是
M22****2497,2023-09-05 发布点评,景色很美，历史感,5,是
?? Clark,2023-08-31 发布点评,还行吧 看不到地宫,5,是
匿名用户,2023-08-21 发布点评,环境优美空气干净,5,是
M51****868,2023-08-21 发布点评,讲得好，系统性强,5,是
_WeCh****17252,2023-08-21 发布点评,太大了，人也多！,5,是
寶阔,2023-08-15 发布点评,景色很美，票很贵,5,是
匿名用户,2023-08-09 发布点评,风景优美值得参观,5,是
匿名用户,2023-08-07 发布点评,特别方便 下次还用,5,是
匿名用户,2023-08-07 发布点评,特别方便 下次还用,5,是
_M15****8628,2023-08-06 发布点评,还不错吧，有点热,5,是
M52****8085,2023-08-03 发布点评,环境不错，值得的,5,是
_cs03****3708,2023-08-02 发布点评,人多，南京挺好的,5,是
铁岭县索菲娅,2023-07-25 发布点评,风景很美值得游览,5,是
铁岭县索菲娅,2023-07-25 发布点评,风景很美值得游览,5,是
M35****5362,2023-07-02 发布点评,挺大的，有明孝陵、神道碑、孙权墓、梅花山，还有一个美食街,1,是
枫红之恋,2023-09-18 发布点评,值得一游的地方,5,是
希瑞兰,2023-09-16 发布点评,喜欢各种博物馆,5,是
205****837,2023-09-05 发布点评,很方便，很实用,5,是
M24****716,2023-09-05 发布点评,不错，方便快捷,5,是
D14****053,2023-09-04 发布点评,园林景观很漂亮,5,是
匿名用户,2023-09-02 发布点评,没有好好的走完,5,是
_CFT01****7135990,2023-08-29 发布点评,还不错啊挺好玩,5,是
匿名用户,2023-08-24 发布点评,布衣皇帝，牛！,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
M55****614,2023-08-23 发布点评,了解一段历史~,5,是
M23****918,2023-08-21 发布点评,满意，导游很好,5,是
320****423,2023-08-20 发布点评,石象路很有特点,5,是
M49****8093,2023-08-13 发布点评,6666666,5,是
_M13****6130,2023-08-10 发布点评,不错，太棒了。,5,是
匿名用户,2023-08-06 发布点评,园林风景不错。,5,是
别拿暗恋当饭吃_,2023-08-05 发布点评,不错，值得来！,5,是
66****871,2023-07-29 发布点评,非常宏伟不错的,5,是
M22****8614,2023-07-24 发布点评,梅花节值得一去,5,是
AotYYYYY,2023-07-22 发布点评,不错，环境优美,5,是
许胖虎先生最爱姜香瓜女士,2023-06-25 发布点评,游玩的很开心，景区很漂亮，很多白鸽，虽然节假日人多但是丝毫不影响旅游的乐趣和体验，提前预约更方便，看准时间段进场不会白白浪费时间排队！,5,是
天下没有不散的饭局,2023-05-13 发布点评,一定要有导游讲解，才能了解历史知识，否则就是走马观花。,1,是
黑蛋哥123,2023-09-15 发布点评,世界文化遗产,5,是
西门不熬夜,2023-09-08 发布点评,专业认真干净,5,是
金豆子,2023-08-27 发布点评,还可以吧……,5,是
匿名用户,2023-08-26 发布点评,总体上还可以,5,是
匿名用户,2023-08-26 发布点评,总体上还可以,5,是
M22****496,2023-08-22 发布点评,非常值得推荐,5,是
M49****040,2023-08-20 发布点评,不错，人流大,5,是
匿名用户,2023-08-17 发布点评,梅花鹿是惊喜,5,是
159****7666,2023-08-16 发布点评,好好好好好好,5,是
匿名用户,2023-08-12 发布点评,??????,5,是
紫陌82,2023-08-12 发布点评,挺不错的地方,5,是
紫陌82,2023-08-12 发布点评,挺不错的地方,5,是
M47****3988,2023-08-12 发布点评,风景好体验棒,5,是
M36****847,2023-08-08 发布点评,还不错的地方,5,是
匿名用户,2023-08-05 发布点评,推荐吧！！！,5,是
M42****9275,2023-08-02 发布点评,体验感还不错,5,是
M42****9275,2023-08-02 发布点评,体验感还不错,5,是
66****871,2023-07-29 发布点评,非常不错宏伟,5,是
心中的花随处开,2023-07-28 发布点评,带孩子来看看,5,是
M35****5362,2023-07-10 发布点评,很大，里面有神道碑、梅花山、孙权墓、鹿苑，可以去看看,1,是
瓜拉得凉孙亮,2023-07-09 发布点评,很棒的体验！夏天树荫茂密，很解暑气。石雕护卫神兽，大气端庄。林荫道是银杏和枫树，想必秋天景色更美，期待下次的游览。很喜欢的一个景点。,5,是
兹拉坦皮叔18,2023-05-15 发布点评,讲解非常专业,5,是
幽兰儿33,2023-09-18 发布点评,好好好好好,5,是
M41****009,2023-09-17 发布点评,还算可以吧,5,是
M52****7879,2023-09-16 发布点评,挺好的满意,5,是
riding club,2023-09-15 发布点评,去拍照好看,5,是
ni****ici,2023-08-26 发布点评,很方便 很好,5,是
M36****967,2023-08-20 发布点评,值得去看看,5,是
M44****7915,2023-08-20 发布点评,一家人出游,5,是
M47****2982,2023-08-13 发布点评,好评好评！,5,是
M57****2367,2023-08-12 发布点评,玩的很开心,5,是
匿名用户,2023-08-11 发布点评,孩子很喜欢,5,是
希希妹,2023-08-10 发布点评,天气太热了,5,是
匿名用户,2023-08-09 发布点评,玩的很开心,5,是
_WeCh****49358,2023-08-08 发布点评,景点不错的,5,是
_WeCh****49358,2023-08-08 发布点评,景点不错的,5,是
_WeCh****649076,2023-08-07 发布点评,棒棒棒棒棒,5,是
_WeCh****649076,2023-08-07 发布点评,棒棒棒棒棒,5,是
M25****2700,2023-08-06 发布点评,秋天很美。,5,是
66****871,2023-07-31 发布点评,非常不错的,5,是
M56****8035,2023-07-31 发布点评,蛮好玩的！,5,是
扬帆de扬,2023-07-29 发布点评,玩的很开心,5,是
M56****5554,2023-07-28 发布点评,整体环境好,5,是
心中的花随处开,2023-07-28 发布点评,可以去看看,5,是
心中的花随处开,2023-07-28 发布点评,可以去看看,5,是
D12****244,2023-07-27 发布点评,信价比高。,5,是
匿名用户,2023-07-25 发布点评,导游很棒呀,5,是
_WeCh****69638,2023-07-24 发布点评,套票很合适,5,是
切罗基张廷玉,2023-07-09 发布点评,山间可惜雾气比较多， 潮湿 又碰到了下雨天 ，大门左拐进去，走过金水桥 再走几分钟就到底了，可能对于爱热闹爱玩的朋友来说 ，也许不会给你带来很多惊喜 。未去体验vr不清楚是否有意思~,5,是
衡山有雪,2023-06-04 发布点评,朱元璋的坟墓据说葬在这里，但是具体位置还一直是个迷,1,是
M22****7835,2023-08-21 发布点评,夏天去太热，朱元璋和马皇后的合葬墓，体验感一般。,5,是
wu****2,2023-06-14 发布点评,古老的石像，鲜活的小鹿。对比反差如此之大。有趣。,1,是
M35****5362,2023-05-30 发布点评,明孝陵，神道碑，孙权墓，梅花山，景色还是不错的。,1,是
流云雪心,2023-05-27 发布点评,非常有古趣，石人和石马也非常有特色，非常值得一去,1,是
whljz5588,2023-03-31 发布点评,时隔28年又游览了位于紫金山的明孝陵，感慨万千，当时正是风华正茂的年纪，28年后有的同学早已不再人世，但是明孝陵还是那样威武厚重的矗立在紫金山，不同的是游人已经不让到后面的封土堆上参观了。,1,是
M32****0238,2023-07-11 发布点评,文化历史悠久，保存完好，历史文化教育必选之地。,1,是
快乐牧场,2023-07-07 发布点评,南京东郊的5A级风景区。明朝朱元璋的陵墓在此。,1,是
M35****5362,2023-06-22 发布点评,明孝陵、孙权墓、梅花山、神道，挺大的，值得一看,1,是
嘟嘟熊??我爱你,2023-05-04 发布点评,风景美如画，漫步其中，心情舒畅，值得推荐的地方,1,是
M29****1131,2023-05-04 发布点评,人太多了，不建议放假的时候过来，风景也特别好看,1,是
M29****0075,2023-08-06 发布点评,如果对历史有兴趣，了解的人，游玩还是挺有意思的。要不然可以请一个解说，景区很大。??,5,是
M35****5362,2023-07-06 发布点评,挺大的，有明孝陵、梅花山、孙权墓、可以去看看,1,是
M24****2779,2023-06-01 发布点评,来南京旅游必须要去的地方，在中山陵景区里面！,1,是
最爱的爸比11,2023-07-21 发布点评,明代朱元璋的陵墓，非常壮观。是5A级景区。,1,是
E39****98,2023-05-18 发布点评,建筑设计之精妙，古今一绝，值得去参观游览。,1,是
Old Song,2023-05-14 发布点评,明孝陵的神道在秋天走一走，感觉还是不错的,1,是
zhu****77,2021-07-06 发布点评,"整个明孝陵景区位于钟山南麓，山地道路非常平坦，没有大量台阶需要攀爬，适宜老年人出行。这里距离最近的地铁站是2号线的苜蓿园站，从地铁站穿过京沪高速下的便道很容易到达3号门，旁边就是中山陵景区的门，不巧周一没有开门！
3号门距离主景区还有一点路，但是走在草地和树林中，也是一种享受！
来到神道，非常有仪式感的神像矗立道路两旁！
来到主景区，威严的明孝陵景区坐落在前方，景区很大，两边的部分建筑已经损坏，只有些地基还在。可以看到明孝陵规模庞大。历经明清两代，饱受战乱洗礼，国家为了维护古迹，还是尽心维护，这两天，碑殿就在维修中！
最后的明孝陵主殿矗立在最后，从上俯瞰整个景区，很逶迤！唯一的不足，现在景区的探访采用VR形式。不直观！
整个景区65元的门票蛮贵的！",1,是
Puma,2023-08-26 发布点评,历史遗迹，神道值得一看，特别是秋天很美，正殿商业化不值得推荐，古色古香原味更好,5,是
202****526,2023-06-28 发布点评,很安静很舒服的的一个景点，推荐大家看看,1,是
M22****8634,2023-06-26 发布点评,在钟山风景区里，虽未开挖，还是很宏伟！,1,是
M28****0529,2023-06-19 发布点评,最美600米盛世美颜，春夏秋冬各不同。,1,是
小敏淑,2023-06-03 发布点评,风景不错，很大，一天走下来还是蛮累的么,1,是
锦瑟无端，思华年,2023-05-25 发布点评,明孝陵是明清两代帝王陵寝之首，值得看看,1,是
138****0345,2023-04-29 发布点评,王导很专业也很风趣，每一站后面总有一长串想来蹭听的，实在太受欢迎了，五星好评。,5,是
M35****842,2023-08-27 发布点评,不适合夏天来，在室内人挤人，浓浓的一股汗臭味，不透气！对历史感兴趣的话可以来逛逛！其他来的话基本就是在爬山走路的！门票价格偏高的，去地宫的话还要再付80元！,5,是
M55****5327,2023-07-27 发布点评,"本来是去中山陵，打车失误，就近去了明孝陵
里面很大，自己游玩
有点乱，看了一张图才知道了，原来是那样的结构
免费拍照取照片",5,是
知足常乐zhz,2023-06-29 发布点评,想了解明朝的历史，可以去明孝陵看看。,1,是
晏峻,2023-06-14 发布点评,非常喜欢这个旅行，在这里玩的很开心。,1,是
m20****65,2023-05-18 发布点评,明孝陵，南京著名景点，来南京必去景区,1,是
不羁的大叔112,2023-05-16 发布点评,南京东郊著名的5A级景区。非常漂亮。,1,是
鑫彤,2023-09-27 发布点评,离地铁站有点远。走到景点的尽头，脚都麻了，还要走回头路再搭地铁。景点值得一游。没有实体票。没有实体票，没有实体票，做不了票集。,5,是
布丁焦糖,2023-07-29 发布点评,明孝陵是南京的一个重要景点之一。进入景区，穿过神道可抵达中心。明孝陵是明太祖朱元璋和马皇后的合葬陵墓，是我国现仔建筑规模最大的古代帝王陵墓之一。,1,是
匿名用户,2023-10-09 发布点评,明孝陵自古便非常有名，门票价格也比较低，占地面积非常大，特别适合小情侣外出，尤其是天气晴朗的时候，更好看，内部风景特别多。,5,是
神级小鑫呱,2023-10-02 发布点评,蔡导讲解的非常棒，学到了很多历史，听了很多历史背景故事！讲解的非常好！很值得推荐！,5,是
Zeyu,2023-11-05 发布点评,感受历史长河，带年龄较长的孩子前去体验是很好的很好的，既有趣味性又有历史性，还能增长不少的知识，了解明代的帝王陵寝制度。,5,是
Zeyu,2023-11-05 发布点评,感受历史长河，带年龄较长的孩子前去体验是很好的很好的，既有趣味性又有历史性，还能增长不少的知识，了解明代的帝王陵寝制度。,5,是
匿名用户,2023-10-14 发布点评,我导航到明孝陵博物馆（走路远，不推荐），停车在明孝陵博物馆门口，由5号门进明孝陵，5号门离墓道入口近，逛完明孝陵再回明孝陵博物馆参观，明孝陵博物馆9点开门，自驾车最好自驾到中山陵停车（推荐），付15元/次停车费，因景区内出租车不让进打不到出租车，也没有公交车，景区车10元/次/人单程太贵，人走路远脚会疼。,5,是
