用户名,时间,内容,星级,是否有图片
KOMATSU791110,2023-07-31 发布点评,南京夫子庙秦淮河风光还是很好的，特别是夜景,1,是
快乐是永远,2023-07-08 发布点评,夫子庙秦淮风光带是南京旅游打卡地之一，在这里可以悠闲自在的漫步秦淮河畔，品尝美食。,1,是
_WeCh****205478,2023-07-04 发布点评,來過好幾次了。都帶朋友跟親戚過來。是南京的重要景點。也修整的不錯。就是吃的選擇性少,1,是
血落若夏,2023-05-27 发布点评,这块现在面貌较之从前有了很大提升，不论是老夫子庙秦淮河沿线，还是新开辟的老门东等等,1,是
Abochau,2023-05-11 发布点评,十里秦淮河，风光无限美，周边的夫子庙景区和古色古香的建筑以及特色商店令人流连忘返！,1,是
市井旅者,2023-08-21 发布点评,一如既往的支持和鼓励，有兴趣可以逛一下。,1,是
泡泡,2023-08-20 发布点评,还算是一个不错的地方，有时间可以去看看。,1,是
乐公子廉,2023-08-11 发布点评,景色真的很漂亮，一定要晚上来，会有大惊喜,1,是
秋日星辰,2023-07-30 发布点评,夏日游船，华灯初上，景色很美，可以玩一玩,1,是
_m13****4654,2023-07-05 发布点评,秦淮河边夫子庙是游人访客都要到此一游的景点 特别是晚上 灯光四射 美丽异常 让人留恋往返,1,是
苦行僧91,2023-05-24 发布点评,夜晚很美 坐船感受下江南！是的大家来一趟！,1,是
xjz****05,2023-09-01 发布点评,风景不错，南京特色景点之一，值得一去。,1,是
小蕾1025,2023-08-11 发布点评,欢迎大家来南京，秦淮河还是晚上游更好哦,1,是
Lzy1258,2023-08-01 发布点评,必须去一次的地方，体验金陵的秦淮风情。,1,是
强者,2023-07-18 发布点评,非常不错的地方，去的人很多，推荐大家多去几次啊！！！！！！！！！！！！！！！！,1,是
山峪峦2019-10-18,2023-05-31 发布点评,南京六朝古都，网红打卡的地方，金典景区，值得一看，赶紧去吧,1,是
男嗓少女,2023-05-17 发布点评,南京最漂亮的金陵建筑群适合情侣游玩打卡,1,是
M16****281,2023-08-24 发布点评,漂亮可以去的，下次带着孩子一起去旅游,1,是
微醺向暖暖,2023-08-01 发布点评,人多，再无秦淮当年景，曲意逢迎卖货声,1,是
118****297,2023-05-30 发布点评,"【趣味】噢噢噢哦哦有趣
【性价比】
【性价比】高
【景色】
【景色】
【景色】美丽有趣",1,是
一抹浅紫色余晖,2023-08-31 发布点评,嗯哈，不错的呢，下次还可以用的呢，,1,是
小邵小邵花里弖滹?鍙?哨,2023-07-31 发布点评,秦淮风光无限好，尤其是夫子庙一带。,1,是
120****117,2023-07-30 发布点评,可以去看看，到了南京必须去的地方。,1,是
逸翠公馆，,2023-07-13 发布点评,夫子庙秦淮风光带其实非常有特色去南京旅游也是必到之处！,1,是
专伤你的心,2023-07-12 发布点评,来南京玩，必须到夫子庙秦淮风光带逛逛，你能感受到不一样的美好(?&gt;?&lt;?),1,是
阳荳爸爸（Jeffrey Nie 聂）,2023-06-28 发布点评,"【景色】古色古香的建筑，很有仪式
【趣味】还可以有好多吃的
【性价比】比较不戳",1,是
150****0688,2023-09-12 发布点评,风景优美！景色秀丽！夜晚更好看！,1,是
kimi_wang,2023-09-04 发布点评,好玩好玩太好玩了大家都去玩一下吧,1,是
骑兵先锋使,2023-09-03 发布点评,点个赞再说吧，还是不错吃的地方的,1,是
星期天,2023-08-28 发布点评,十里秦淮河，夜夜不落灯，繁华的很,1,是
M56****822,2023-08-25 发布点评,看起来还不错，以后有机会了去逛逛,1,是
Leo88888888,2023-08-04 发布点评,南京传统经典打卡旅游地，可以看看,1,是
sto****909,2023-07-28 发布点评,人文景点，值得广大考生去们溯源。,1,是
bm****04,2023-07-23 发布点评,适合春节到3月底去，有传统灯会。,1,是
柔实先生,2023-07-14 发布点评,夜晚的天空很蓝很美味哦，比较适合,1,是
邓迪陆游,2023-05-15 发布点评,南京晚上没啥地方逛的，夫子庙这边很热闹，科举博物馆在晚上也别有一番风味。,1,是
一叶真人,2023-05-13 发布点评,历史悠久的夫子庙，晚上有魅力十足的灯火，还有秦淮河上的画舫，说不尽的故事,1,是
平凡丨永恒2432,2023-05-07 发布点评,已经是第二次来了，第一次来就很惊艳，没想到第二次来还有新的惊喜，爱了??,1,是
JAVCAY,2023-09-03 发布点评,南京的地标之一，其实没什么意思,1,是
桃之夭夭gato,2023-08-29 发布点评,夜游秦淮河，感受一下古时气氛。,1,是
大器磅礴,2023-08-29 发布点评,便宜快捷！！！！！！！！！！！,5,是
kelvin,2023-08-21 发布点评,环境还是非常不错的，下次还会去,1,是
意动形动,2023-08-19 发布点评,这个景区总体来说还是蛮不错的。,1,是
流浪的云78,2023-08-03 发布点评,盛名之下，其实难副，可玩性不高,1,是
M48****681,2023-08-01 发布点评,南京夫子庙秦淮河畔很不错的地方,1,是
永远的天空780,2023-07-23 发布点评,好热闹的，坐便宜的游船就好了。,5,是
蒂卡尔2泰不花,2023-07-21 发布点评,夫子庙秦淮风光带，很美丽的地方赞一个可以的，经常去玩的小朋友很喜欢的！,1,是
FFZZ0917,2023-06-07 发布点评,夫子庙真的是非常不错的景点  人文历史印记非常的多   秦淮河穿沿其中  美食也很多,1,是
HQ279928,2023-05-25 发布点评,宝宝游玩的好地方不错的，选择挺好的，啊啊啊啊啊啊值得去玩儿，交通便利。,1,是
Genli,2023-05-24 发布点评,夫子庙秦淮风光带晚上很好看的。,1,是
无奈的人1857,2023-05-09 发布点评,值得去玩，景色很好，也很美，晚上人太多了，挺有游玩的乐趣。性价比很高。,1,是
言尔有信,2023-04-30 发布点评,"【景色】优美，南京打卡点
【趣味】很强，江南贡院
【性价比】超高，各式小吃",1,是
坏八,2023-07-08 发布点评,南京的知名景点之一，但是现在多是商店。晚上坐船游览秦淮河还是不错的。,1,是
文珍俞巴秦穆公,2023-07-05 发布点评,这里风景这边独好 很值得推荐一下去地方，亮点很多 非常好玩的地方，人很多,1,是
酒窝灵,2023-07-05 发布点评,适合带孩子游玩，了解一下科举制度的演变过程，尤其是暑假出游，里面凉爽不晒，可以逛一个下午，我们去的那天人也不是很多，结束出来刚好太阳下山，开始夜游古秦淮，犹豫手机没电，没拍什么照片，见谅。,5,是
津霸王,2023-06-26 发布点评,位于南京市中心的著名旅游景点，繁华的水景风光，商户林立，一派闹市风景,1,是
不羁的大叔112,2023-06-22 发布点评,夫子庙的秦淮河流淌所经之处，古色古香，非常漂亮。,1,是
路如梦,2023-05-11 发布点评,"【景色】不错不错哈哈
【趣味】哈哈还可以的
【性价比】不错不错哈哈？？？",1,是
樊樊一家人,2023-05-05 发布点评,夫子庙感觉是最大的步行街了，而且规划合理，街道也宽敞！！！！！！！！,1,是
M26****881,2023-08-06 发布点评,1.人山人海，2.商业化重,5,是
richardgym,2023-07-19 发布点评,非常不错的地方值得大家逛一逛………………………………～～～～～～～,1,是
天天开心必胜,2023-07-10 发布点评,"设施齐全舒适宜人，服务热情性价比很高，交通便利。
【景色】令人陶醉。",1,是
佩斯克沃司马亮,2023-06-21 发布点评,夫子庙秦淮风光带是南京的标志性景点，而且是免费的哟，非常热闹繁华。,1,是
288****033,2023-06-13 发布点评,嘻嘻体验很好，以后又多了一个周末游玩的好地方????南京打卡地！！,1,是
FHSJEJGVC,2023-05-11 发布点评,夫子庙这个地方去了江苏南京都会去，就在秦淮河旁边整个一条古街转一转,1,是
风继续吹2018,2023-04-27 发布点评,还是非常有历史感的 值得回忆那段不堪回首的往事吧 算是记忆也算是没办法,1,是
大花花是发发呀,2023-07-14 发布点评,夫子庙还不错，晚上的夜景也真的是挺好的，和孩子一起出门溜达，很赞,1,是
押宝,2023-07-13 发布点评,这里的商品应有尽有质量保证价格太贵了买不起啊！一般人我不告诉他，,1,是
有李一路,2023-07-12 发布点评,这里的环境还不错，有时间大家可以去看看玩玩，我们全家都比较喜欢。,1,是
300****851,2023-07-03 发布点评,去过好多次了，渐渐的也就熟视无睹了，应该晚上去转转还是有些趣味的,1,是
_gf520****539293,2023-06-17 发布点评,夫子庙秦淮河风光带是南京城内最具盛名的传统特色商业街区和景观街区,1,是
活雷锋11,2023-05-22 发布点评,一直都是全国最热门的景点之一，充分提现了南京作为六朝古都的繁华！,1,是
D17****818,2023-05-20 发布点评,很值得去的一个地方，晚上去的，灯光璀璨，人流量大，十足的烟火气！,1,是
TimoWang,2023-05-10 发布点评,江苏南京的旅游景点夫子庙秦淮风光带的景色壮丽优美，性价比非常高。,1,是
可爱小边,2023-05-09 发布点评,非常喜欢，赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,1,是
匿名用户,2023-08-28 发布点评,内容比较短，还可以提高,5,是
_CFT01****5882123,2023-08-14 发布点评,老牌景点，第二次游玩。,5,是
老博士生1,2023-07-17 发布点评,【景色】秦淮河小时候就特别向往，总觉得那里有美丽的风景和佳人！,1,是
Frank Yaoming,2023-07-01 发布点评,南京的夫子庙看上去感觉真的是还是非常不错的啊！！！！！！！！！,1,是
胖胖蕊蕊1,2023-06-30 发布点评,【景色】典型的江南水乡风光，加上秦淮河自带的民国风和美人属性！,1,是
M35****5362,2023-06-29 发布点评,人很多，逛的景点也多，夫子庙、贡院、秦淮河、乌衣巷，值得去看看,1,是
别让我取名字烦死了,2023-06-23 发布点评,人多人多人多人多人多人多人多人多三思而后行,1,是
M24****475,2023-05-03 发布点评,出乎意料这地方还是蛮大的，风景也不错，过来散散心还是蛮不错的！,1,是
匿名用户,2023-09-04 发布点评,讲解详细，服务态度好,5,是
150****5049,2023-06-17 发布点评,风景优美，空气清新，很舒服，很喜欢，下次还会再来。强烈推荐。,1,是
小太阳Nan2023,2023-06-01 发布点评,非节假日来逛逛其实挺有意思的，旧时王谢堂前燕，飞入寻常百姓家,1,是
煤煤muei,2023-05-17 发布点评,晚上走走逛逛完成南京打卡。但是不要在节假日去，会少了悠闲惬意,1,是
滋乐,2023-05-11 发布点评,"【景色】夫子庙非常值得去看看，景色很棒
【趣味】商业化有点严重",1,是
胶囊咖啡小乖乖,2023-05-07 发布点评,有夫子庙。转秦淮河，白天晚上各有各的特色。真的人间一大美景。,1,是
小天下舍我其谁,2023-05-05 发布点评,六朝古都，十朝都会。秦淮风雅，古今交融。桨声灯影，水岸人家。,1,是
太月人家,2023-04-26 发布点评,泛舟河上，浆声灯影中逝去的时光一幕幕浮现眼前，好不让人伤感。,1,是
淡之0216,2023-08-02 发布点评,这是一个所有来南京旅游的人必打卡的地方,1,是
yuqilin,2023-07-18 发布点评,夫子庙秦淮河风光带是南京市区内的著名景点，古色古香韵味十足,1,是
艾改改,2023-07-16 发布点评,夫子庙秦淮灯会每年都去，虽然人很多，但是灯也很好看，很热闹,1,是
mangmang128,2023-06-30 发布点评,夫子庙秦淮河是到南京必游景点之一，特别是夜景，真的非常美！,1,是
简单地快乐着,2023-06-27 发布点评,有趣的地方，抽空要去逛一逛，看一看，秦淮河畔小桥流水人家～,1,是
自由自在,2023-06-07 发布点评,"不错的环境，不错的氛围，哈哈哈哈
【景色】
【趣味】
【性价比】",1,是
M47****7618,2023-06-06 发布点评,夫子庙秦淮风光带是南京重要的风景之一。,1,是
苏雅智,2023-06-01 发布点评,好喜欢的一个地方，经常带孩子过去玩，还是非常喜欢的一个地方,1,是
最帅的小仙女吖呀,2023-05-16 发布点评,闻名天下的文化风情旅游胜地，去了南京怎能不到这里打卡游玩。,1,是
道法自然6868,2023-07-20 发布点评,夫子庙的景色也是不错的，打卡的好去处，可以去看看的好地方,1,是
呼风唤雨,2023-07-09 发布点评,很不错的旅游景点，值得去打卡游览的地方，南京很不错的地方,1,是
YANWEI9885,2023-06-28 发布点评,南京夫子庙风光带是南京四十八景之一，夜游秦淮是必选项目。,1,是
一条会说话的喵,2023-06-08 发布点评,地理位置优越，人气超高，客流量大，值得去走一走，看一看。,1,是
喜欢跑来跑去的元宝,2023-06-06 发布点评,太太太好玩了，一定要去看看啊一定要去看看啊啊啊啊啊啊啊啊,1,是
刀鱼味美,2023-05-17 发布点评,南京必去打卡景点之一，值得一去看看，了解了解，美不胜收。,1,是
一壁江山,2023-05-10 发布点评,颜值即正义，环境非常干净，跟家里人一起来过纪念日很满意！,1,是
大然然保护神,2023-05-08 发布点评,"【景色】古色古香韵味
【趣味】吸引人眼球
【性价比】超级好玩",1,是
红椰子,2023-09-02 发布点评,设施和布景很好,5,是
206****099,2023-08-07 发布点评,有历史，有景观,5,是
M21****107,2023-08-02 发布点评,很适合亲子出行,5,是
（嗨老板）,2023-07-21 发布点评,景色很美，尤其是夜景，真的是太美，值得一去的好地方??,1,是
EchoChen123,2023-07-12 发布点评,热闹人多，南京的必打卡，坐船排队。,1,是
会飞的鱼么么,2023-07-01 发布点评,夜景非常的漂亮，晚上人很多，好多穿汉服的小姐姐，好好看,1,是
原来是比卡丘啊,2023-06-29 发布点评,南京最具有代表性的地方，非常喜欢夜晚的夫子庙，非常漂亮,1,是
嗨嗨,2023-06-12 发布点评,"【景色】美
【趣味】十足
【性价比】高，热闹非凡，琳琅满目",1,是
隐娃,2023-05-18 发布点评,人很多，也很商业化，属于那种不来后悔来了更后悔的景点。,1,是
小柏baibai,2023-08-24 发布点评,人山人海啊。,5,是
依然嘉哥,2023-07-16 发布点评,夫子庙的风景有非常重的南京特色，去过很多次还会再去玩,1,是
爱我的大都督,2023-07-08 发布点评,南京的最著名景区，游秦淮河，逛夫子庙，吃鸭血粉丝汤！,1,是
小时候的旅行员2031,2023-07-07 发布点评,小吃特别多，但是南京本地人基本不去，秦淮河还是很不错,1,是
m20****65,2023-07-06 发布点评,夫子庙秦淮风光带，很大的景区，玩遍玩深玩细当需要十天,1,是
8867518,2023-07-02 发布点评,"【景色】景色迷人
【趣味】趣味性很强
【性价比】性价比高",1,是
RS428,2023-07-01 发布点评,夫子庙秦淮河景色不错，有机会去南京还是要去看看的哦。,1,是
陈家宣,2023-07-01 发布点评,夫子庙是南京的一个玩、逛、吃的优质景点，值得去看看。,1,是
Ly000888,2023-06-30 发布点评,个人感觉一般般，商业味太浓。可以在元宵节时过来看灯！,1,是
清源之家,2023-06-20 发布点评,夫子庙秦淮河风光带是南京著名的5A景区，位于南京城南,1,是
ddpprr,2023-06-19 发布点评,夫子庙秦淮风光带太吸引人了，景色超美，推荐大家去看看,1,是
130****4389,2023-06-16 发布点评,秦淮河的灯光秀非常好看，仿佛又回到古时候那繁华的情景,1,是
zwh77,2023-06-04 发布点评,好好好好，值得一去，介绍的不错，景色很美，环境很好！,1,是
蟹子lisa,2023-05-25 发布点评,"【景色】好，如画境。
【性价比】大部分免费还有南京小吃",1,是
M35****5362,2023-05-24 发布点评,秦淮画舫，乌衣古巷，江南贡院，孔父子庙，值得去看看。,1,是
ling旋,2023-04-30 发布点评,南京游必打卡之一，可以夜游秦淮河，逛一下科举博物馆！,1,是
zhou****792,2023-08-30 发布点评,值得游玩儿,5,是
M28****6211,2023-08-21 发布点评,还不错哈哈,5,是
_WeCh****023760,2023-08-17 发布点评,很好很省事,5,是
丽娜123,2023-08-04 发布点评,人真的很多,5,是
@薇笑@,2023-07-07 发布点评,"【趣味】趣味十足
【景色】风景不错哦
【性价比】很好哦",1,是
侠半缘,2023-07-02 发布点评,很值得来的地方，尤其是晚上，各种小吃美景琳琅满目。,1,是
喳喳叽叽,2023-06-27 发布点评,六朝古都的情怀始于秦淮河畔，来到南京必然要去领略！,1,是
118****643,2023-06-26 发布点评,"非常值得推荐哦??，夜游
【景色】更美丽，仿佛穿越了",1,是
美丽的天真小太太难受,2023-06-21 发布点评,老夫子丹秋生将进酒杯莫停为君歌一曲，请君为我倾耳听,1,是
xiefenglengyu,2023-06-19 发布点评,夫子庙的风景非常非常的不错，有机会一定要去看一看。,1,是
ZZ岁月静好,2023-06-10 发布点评,吃的东西蛮多的，地铁附近出行方便，商业化也挺严重的,1,是
小妮子1979,2023-06-08 发布点评,"【景色】
【趣味】
【性价比】
相比风景更喜欢南京的小吃",1,是
150****2362,2023-06-05 发布点评,南京古称金陵，而秦淮风光早已声名在外，很值得一游。,1,是
Sharkfone,2023-06-05 发布点评,尽可能的保留了最原来的风格，古朴典雅，让人流连忘返,1,是
TOMWJS,2023-05-24 发布点评,要想感受老南京文化底蕴，夫子庙秦淮风光带是必去的。,1,是
helloyanyanling,2023-05-23 发布点评,值得去看看，有江南特色，有自然风景，也有人文特色。,1,是
漂着11111,2023-05-02 发布点评,非常不错的地方，推荐大家多去几次啊！？！？！？！？,1,是
YuanYuanTW,2023-04-30 发布点评,一个不错的好地方，风景好！夜游秦淮人家不错的选择！,1,是
青青cyan,2023-07-21 发布点评,夫子庙秦淮河风光带是著名的5A级景区，美好的时光,1,是
猫鱼仔仔,2023-07-20 发布点评,环境宜居，生活便利，健康舒适，安全耐久，资源节约,1,是
M35****5362,2023-07-19 发布点评,人超级多，真的是人山人海，今年暑假，旅游业回来了,1,是
嘟嘟熊??我爱你,2023-07-15 发布点评,非常独特的地方，很有历史感，带上家人一起过来看看,1,是
M35****5362,2023-07-13 发布点评,不错，千年古都的文化传承氛围很浓，可以去感受一下,1,是
印度童子,2023-06-21 发布点评,夫子庙算是规模比较大的古建筑群了，贡院、孔庙、学宫都有，元宵时可以过来看一下当地灯会，比较有民族特色。秦淮河也还可以，看看夜景。,1,是
大汉流民,2023-06-20 发布点评,秦淮河畔，风光旖旎，夫子庙前，人流如织，热闹非凡,1,是
jack的天空,2023-06-08 发布点评,来南京一定要来这里逛逛，确实非常的不错，值得点赞,1,是
ZZxx_5201314,2023-06-08 发布点评,游船路线清晰，全程有讲解。夜晚伴着微风，坐着游船，感受夜泊秦淮的闲情逸致，真的不药太美。,5,是
M51****1918,2023-06-07 发布点评,也太不错了。非常非常不错，你要来哦，一定要来啊。,1,是
小紫檀,2023-06-06 发布点评,人文景观交相辉映，每次南京行都会去逛逛，流连忘返,1,是
234****975,2023-05-28 发布点评,秦淮河美景值得一去，几年没去了今年一定要去看看。,1,是
天下没有不散的饭局,2023-05-24 发布点评,很大的一片景区，可以坐船观光，也可以上城墙观光。,1,是
M37****7997,2023-05-17 发布点评,一条秦淮河半部明清史，是一条世界闻名的文化之河。,1,是
霂雨的家,2023-05-08 发布点评,"【景色】景色不错
【趣味】很有趣
【性价比】免费参观",1,是
安儿安宝,2023-07-21 发布点评,夜晚的夫子庙很美！很美！！波光桨影，游人如织！,1,是
小小小兔兔兔,2023-07-19 发布点评,去南京旅游一定会去夫子庙景区游玩，小吃店多多。,1,是
爱吃甜橙的人生,2023-07-16 发布点评,夫子庙太好玩了，好吃的也特别多，喜欢，值得推荐,1,是
M27****9309,2023-07-13 发布点评,值得一去的地方，文化气息非常浓厚，旅行特别舒适,1,是
查2斯,2023-07-06 发布点评,浆声灯影中的秦淮河，夜景煞是好看，值得打卡一游,1,是
天山怪路子,2023-07-04 发布点评,南京著名景点，蛮有历史的味道。但是，人太多了。,1,是
洛叶,2023-06-23 发布点评,去过那边，免费景点，感受还可以，吃的东西不少。,1,是
G96,2023-06-23 发布点评,【景色】夫子庙必逛景点哟，乘船游览也是一翻景色,1,是
国宝宝熊猫猫,2023-06-18 发布点评,"【景色】很漂亮推荐
【性价比】很漂亮
【趣味】好好",1,是
锴锅,2023-06-14 发布点评,好的不得了，什么时候吃的玩的都有，商店超级多！,1,是
Tony wu老吴头,2023-05-27 发布点评,"【景色】江南風光
【趣味】好玩
【性价比】值得一遊",1,是
幸运果wf,2023-05-13 发布点评,夫子庙秦淮河风光带景色优美，趣味性强，免费景点,1,是
住住好了,2023-05-12 发布点评,值得推荐的好地方，南京特色的景点之一，不错??,1,是
阿尔伯尼加比,2023-05-02 发布点评,夜游秦淮河畔，是一种追思古人繁华落尽的地方啊！,1,是
DU-GQ,2023-04-27 发布点评,乌衣巷口夕阳斜。旧时王谢堂前燕，飞入寻常百姓家,1,是
别闹哈,2023-07-18 发布点评,可以的不错，值得一去，特别是带着孩子家庭一块,1,是
白中透亮,2023-07-11 发布点评,南京夫子庙秦淮河风光无限好，必打卡景点之一！,1,是
M48****491,2023-07-09 发布点评,免费的5A级景点，人文历史悠久，必打卡之地。,1,是
大老陈陈,2023-07-05 发布点评,夫子庙秦淮河，自古到今无数文人佳士为之歌狂！,1,是
叮叮走天下,2023-07-04 发布点评,建议晚上来，人多，很热闹，可以买买买，不错。,1,是
悦音心动,2023-07-01 发布点评,秦淮庙是南京的一个亮丽风景线、周边配套齐全！,1,是
kitty,2023-06-30 发布点评,夜晚的景色特别的美，适合坐个小船畅游秦淮河～,1,是
shmshm,2023-06-19 发布点评,这里值得去。夫子庙秦淮风光带夜景真的很好看。,1,是
昕昕杨,2023-06-13 发布点评,历史感浓厚，漫步其中，心情舒畅值得推荐给大家,1,是
蝴蝶公子,2023-06-12 发布点评,十里秦淮风光秀丽江山如画美景尽收眼底，有空来,1,是
Mike_Lee,2023-06-11 发布点评,夫子庙秦淮河风光带是南京最具特色的旅游景点！,1,是
M47****2224,2023-06-07 发布点评,江苏南京夫子庙值得一去的好地方特别是夜游秦淮,1,是
xuxinfd,2023-05-29 发布点评,南京的标志性建筑和景点，一定要去看看的地方。,1,是
音乐乖狗,2023-05-22 发布点评,这个地方不错，坐坐画舫，听听小曲，喝喝美酒。,1,是
淘你喜欢t,2023-05-19 发布点评,挺值得去的地方，挺好玩的地方，挺好玩的地方。,1,是
章鱼??妈妈,2023-05-19 发布点评,南京总要去看看夫子庙的风景，古老且现代相结合,1,是
bobchen62,2023-05-17 发布点评,这里是南京的网红景点，每天都有不少游客打卡。,1,是
卡尔夫寇准,2023-05-10 发布点评,夫子庙秦淮河风光带的风景真美呀，特别是夜晚。,1,是
锦瑟无端，思华年,2023-05-04 发布点评,夫子庙秦淮河风光带是南京的著名景点，游客好多,1,是
KOMATSU791110,2023-04-29 发布点评,风景秀丽，黄金眼膜贴去黑眼圈方法茶洗脸刷牙r,1,是
阑珊,2023-04-23 发布点评,南京夫子庙秦淮风光带是南京有特色的风景，推荐,1,是
谭谭2008,2023-07-08 发布点评,"非常不错，风景很好
【性价比】高
【景色】可以",1,是
阳光sxj,2023-07-03 发布点评,到南京必逛的地方，还有这里有很多秦淮小吃。,1,是
M29****1131,2023-06-29 发布点评,好看，晚上秦淮河特别的漂亮，适合情侣去散步,1,是
M35****5362,2023-06-26 发布点评,夫子庙、江南贡院、乌衣巷、秦淮河，景点挺多,1,是
乔小欢DAYTOY,2023-06-20 发布点评,外地人才会去的夫子庙，第一次到南京可以看看,1,是
超哥有安排,2023-06-19 发布点评,这里非常的棒，非常的非常的值得来看一看哦。,1,是
静以修身,2023-06-15 发布点评,南京名胜风景区，建议夜游秦淮河，逛逛夫子庙,1,是
伊兰特漆零七,2023-06-09 发布点评,【景色】南京的著名景点秦淮风光带，晚上游玩,1,是
ttian714,2023-06-04 发布点评,"适合带孩子去玩的
【性价比】
【趣味】
【景色】",1,是
随走随行123,2023-05-30 发布点评,这里的夜景真的很漂亮很美的，有空一起去看看,1,是
E39****98,2023-05-26 发布点评,南京的名片，游客必去的打卡地之一，值得一游,1,是
流云雪心,2023-05-23 发布点评,好吃好玩的都很多，游客也很多，南京必去景点,1,是
simon_jn_chen,2023-05-22 发布点评,六朝古都，风韵犹依旧，秦淮河畔怀古，畅游。,1,是
Kelly8501,2023-05-20 发布点评,每次去南京都会去夫子庙，特别是夜景很漂亮。,1,是
北京黄非红,2023-05-07 发布点评,可以看水，可以坐船，可以散步，可以品美食。,1,是
平湖高峡9999,2023-05-05 发布点评,20多年前去过，也就那样吧，现在不知道咋样,1,是
lug****903,2023-04-30 发布点评,非常不错的一个地方，以后有机会还会再去看看,1,是
lovechenxiao,2023-07-15 发布点评,风景秀丽，景色宜人。是个休闲散心的好去处,1,是
320****804,2023-07-15 发布点评,江南水乡，历史重地，就是周边有一些算卦的,1,是
一叶s,2023-07-10 发布点评,风景优美，空气清新，挺不错的，值得一去。,1,是
